number,Chinese entity name,entity binomial scientific name,Chinese crop name,English crop name,Chinese relation,English relation
2864,花生蚀叶野螟,Lamprosema diemenalis,菜豆,kidney bean,危害,Damage
2865,花生蚀叶野螟,Lamprosema diemenalis,烟草,tobacco,危害,Damage
2866,双斑萤叶甲,Monolepta hieroglyphica,甘蔗,sugar cane,危害,Damage
2867,双斑萤叶甲,Monolepta hieroglyphica,芝麻,Sesame,危害,Damage
2868,双斑萤叶甲,Monolepta hieroglyphica,蓖麻,Castor,危害,Damage
2869,双斑萤叶甲,Monolepta hieroglyphica,向日葵,sunflower,危害,Damage
2870,双斑萤叶甲,Monolepta hieroglyphica,麻类,Hemp,危害,Damage
2871,双斑萤叶甲,Monolepta hieroglyphica,甘薯,sweet potato,危害,Damage
2872,双斑萤叶甲,Monolepta hieroglyphica,茼蒿,Chrysanthemum,危害,Damage
2873,双斑萤叶甲,Monolepta hieroglyphica,苹果,apple,危害,Damage
2874,双斑萤叶甲,Monolepta hieroglyphica,苍耳,Xanthium,危害,Damage
2875,双斑萤叶甲,Monolepta hieroglyphica,红蓼,Polygonum erythrorhizon,危害,Damage
2876,双斑萤叶甲,Monolepta hieroglyphica,薄荷,Mint,危害,Damage
2877,双斑萤叶甲,Monolepta hieroglyphica,灰菜,Gray vegetable,危害,Damage
2878,双斑萤叶甲,Monolepta hieroglyphica,小蓟,Thistle,危害,Damage
2879,双斑萤叶甲,Monolepta hieroglyphica,马齿苋,purslane,危害,Damage
2880,双斑萤叶甲,Monolepta hieroglyphica,苋菜,Amaranth,危害,Damage
2881,双斑萤叶甲,Monolepta hieroglyphica,马塘草,Crataegus,危害,Damage
2882,双斑萤叶甲,Monolepta hieroglyphica,狗尾草,Setaria,危害,Damage
2883,短额负蝗,Atractomorpha sinensis,大豆,Soybean,危害,Damage
2884,短额负蝗,Atractomorpha sinensis,花生,peanut,危害,Damage
2885,短额负蝗,Atractomorpha sinensis,芝麻,Sesame,危害,Damage
2886,短额负蝗,Atractomorpha sinensis,水稻,Rice,危害,Damage
2887,短额负蝗,Atractomorpha sinensis,麦类,Wheat,危害,Damage
2888,短额负蝗,Atractomorpha sinensis,烟草,tobacco,危害,Damage
2889,短额负蝗,Atractomorpha sinensis,蔬菜,vegetable,危害,Damage
2890,油葫芦,Teleogryllus emma,花生,peanut,危害,Damage
2891,油葫芦,Teleogryllus emma,大豆,Soybean,危害,Damage
2892,油葫芦,Teleogryllus emma,芝麻,Sesame,危害,Damage
2893,油菜菌核病,Sclerotinia sclerotiorum,油菜,rape,危害,Damage
2894,油菜白锈病,Albugo candida,油菜,rape,危害,Damage
2895,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,油菜,rape,危害,Damage
2896,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,芥菜,mustard,危害,Damage
2897,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,甘蓝,Kale,危害,Damage
2898,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,萝卜,radish,危害,Damage
2899,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,花椰菜,brocoli,危害,Damage
2900,油菜病毒病,Turnip mosaic virus,油菜,rape,危害,Damage
2901,油菜萎缩不实病,oilseed rape boron deficiency,油菜,rape,危害,Damage
2902,油菜蚤跳甲,Psylliodes punctifrons,油菜,rape,危害,Damage
2903,东方菜粉蝶,Pieris canidia,油菜,rape,危害,Damage
2904,东方菜粉蝶,Pieris canidia,甘蓝,Kale,危害,Damage
2905,东方菜粉蝶,Pieris canidia,花椰菜,brocoli,危害,Damage
2906,东方菜粉蝶,Pieris canidia,芥蓝,Kale,危害,Damage
2907,东方菜粉蝶,Pieris canidia,菜心,Choy Sum,危害,Damage
2908,东方菜粉蝶,Pieris canidia,白菜,Chinese cabbage,危害,Damage
2909,东方菜粉蝶,Pieris canidia,萝卜,radish,危害,Damage
2910,云斑粉蝶,Pontia daplidice,油菜,rape,危害,Damage
2911,云斑粉蝶,Pontia daplidice,甘蓝,Kale,危害,Damage
2912,云斑粉蝶,Pontia daplidice,花椰菜,brocoli,危害,Damage
2913,云斑粉蝶,Pontia daplidice,白菜,Chinese cabbage,危害,Damage
2914,云斑粉蝶,Pontia daplidice,蔬菜,vegetable,危害,Damage
2915,大菜粉蝶,Pieris brassicae,油菜,rape,危害,Damage
2916,大菜粉蝶,Pieris brassicae,白菜,Chinese cabbage,危害,Damage
2917,黑纹粉蝶,Pieris melete,油菜,rape,危害,Damage
2918,黑纹粉蝶,Pieris melete,白菜,Chinese cabbage,危害,Damage
2919,黑纹粉蝶,Pieris melete,甘蓝,Kale,危害,Damage
2920,黑纹粉蝶,Pieris melete,黄芽白,Yellow Bud White,危害,Damage
2921,黑纹粉蝶,Pieris melete,芥菜,mustard,危害,Damage
2922,黑纹粉蝶,Pieris melete,萝卜,radish,危害,Damage
2923,甘蓝夜蛾,Mamestra brassicae,油菜,rape,危害,Damage
2924,甘蓝夜蛾,Mamestra brassicae,茄果,Solanum,危害,Damage
2925,横纹菜蝽,Plautia crossota,油菜,rape,危害,Damage
2926,萝卜地种蝇,Delia floralis,油菜,rape,危害,Damage
2927,萝卜地种蝇,Delia floralis,白菜,Chinese cabbage,危害,Damage
2928,萝卜地种蝇,Delia floralis,萝卜,radish,危害,Damage
2929,黑缝油菜叶甲,Entomoscelis suturalis,油菜,rape,危害,Damage
2930,黑缝油菜叶甲,Entomoscelis suturalis,芥菜,mustard,危害,Damage
2931,黑缝油菜叶甲,Entomoscelis suturalis,青菜,Green vegetables,危害,Damage
2932,黑缝油菜叶甲,Entomoscelis suturalis,甘蓝,Kale,危害,Damage
2933,黑缝油菜叶甲,Entomoscelis suturalis,萝卜,radish,危害,Damage
2934,甘蓝蚜,Brevicoryne brassicae,油菜,rape,危害,Damage
2935,甘蓝蚜,Brevicoryne brassicae,白菜,Chinese cabbage,危害,Damage
2936,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,芝麻,Sesame,危害,Damage
2937,芝麻轮纹病,Ascochyta sesamicola P.K. Chi,芝麻,Sesame,危害,Damage
2938,芝麻荚野螟,Antigastra catalaunalis,芝麻,Sesame,危害,Damage
2939,三点盲蝽,Adelphocoris fasciaticollis,芝麻,Sesame,危害,Damage
2940,三点盲蝽,Adelphocoris fasciaticollis,大豆,Soybean,危害,Damage
2941,三点盲蝽,Adelphocoris fasciaticollis,玉米,corn,危害,Damage
2942,三点盲蝽,Adelphocoris fasciaticollis,高粱,Sorghum,危害,Damage
2943,三点盲蝽,Adelphocoris fasciaticollis,小麦,wheat,危害,Damage
2944,三点盲蝽,Adelphocoris fasciaticollis,苜蓿,Alfalfa,危害,Damage
2945,三点盲蝽,Adelphocoris fasciaticollis,马铃薯,potato,危害,Damage
2946,三点盲蝽,Adelphocoris fasciaticollis,番茄,tomato,危害,Damage
2947,向日葵锈病,Puccinia helianthi,向日葵,sunflower,危害,Damage
2948,蓖麻疫病,Phytophthora parasitica,蓖麻,Castor,危害,Damage
2949,蓖麻四星尺蛾,Ophthalmitis albosignaria,苹果,apple,危害,Damage
2950,蓖麻四星尺蛾,Ophthalmitis albosignaria,柑桔,Citrus,危害,Damage
2951,蓖麻四星尺蛾,Ophthalmitis albosignaria,海棠,Begonia,危害,Damage
2952,蓖麻四星尺蛾,Ophthalmitis albosignaria,鼠李,buckthorn,危害,Damage
2953,甘蔗赤腐病,Colletotrichum falcatum,甘蔗,sugar cane,危害,Damage
2954,甘蔗凤梨病,Ceratocystis paradoxa,甘蔗,sugar cane,危害,Damage
2955,甘蔗凤梨病,Ceratocystis paradoxa,菠萝,Pineapple,危害,Damage
2956,甘蔗凤梨病,Ceratocystis paradoxa,香蕉,banana,危害,Damage
2957,甘蔗凤梨病,Ceratocystis paradoxa,木瓜,pawpaw,危害,Damage
2958,甘蔗凤梨病,Ceratocystis paradoxa,可可,cocoa,危害,Damage
2959,甘蔗凤梨病,Ceratocystis paradoxa,油棕,Oil Palm,危害,Damage
2960,甘蔗凤梨病,Ceratocystis paradoxa,椰子,coconut,危害,Damage
2961,甘蔗黄斑病,Passalora koepkei,甘蔗,sugar cane,危害,Damage
2962,甘蔗轮斑病,Passalora koepkei,甘蔗,sugar cane,危害,Damage
2963,甘蔗霜霉病,Peronosclerospora sacchari,甘蔗,sugar cane,危害,Damage
2964,甘蔗褐条病,Bipolaris stenospita(Drechs) Shoemaker,甘蔗,sugar cane,危害,Damage
2965,甘蔗叶萎病,Leptosphaeria taiwanensis,甘蔗,sugar cane,危害,Damage
2966,粟灰螟,Chilo infuscatellus,玉米,corn,危害,Damage
2967,粟灰螟,Chilo infuscatellus,高粱,Sorghum,危害,Damage
2968,粟灰螟,Chilo infuscatellus,甘蔗,sugar cane,危害,Damage
2969,粟灰螟,Chilo infuscatellus,狗尾草,Setaria,危害,Damage
2970,甘蔗蓟马,Fulmekiola serrata,甘蔗,sugar cane,危害,Damage
2971,甘蔗蓟马,Fulmekiola serrata,墨兰,Black orchid,危害,Damage
2972,高粱蚜,Melanaphis sacchari,高粱,Sorghum,危害,Damage
2973,高粱蚜,Melanaphis sacchari,甘蔗,sugar cane,危害,Damage
2974,甘蔗长蝽,Cavelerius saccharivorus,甘蔗,sugar cane,危害,Damage
2975,甘蔗长蝽,Cavelerius saccharivorus,芦苇,reed,危害,Damage
2976,甘蔗扁角飞虱,Perkinsiella saccharicida,甘蔗,sugar cane,危害,Damage
2977,甘蔗扁角飞虱,Perkinsiella saccharicida,玉米,corn,危害,Damage
2978,突背蔗龟,Alissonotum impressicolle,甘蔗,sugar cane,危害,Damage
2979,突背蔗龟,Alissonotum impressicolle,玉米,corn,危害,Damage
2980,突背蔗龟,Alissonotum impressicolle,高粱,Sorghum,危害,Damage
2981,突背蔗龟,Alissonotum impressicolle,旱稻,upland rice,危害,Damage
2982,黑翅土白蚁,Odontotermes formosanus,甘蔗,sugar cane,危害,Damage
2983,黑翅土白蚁,Odontotermes formosanus,花生,peanut,危害,Damage
2984,黑翅土白蚁,Odontotermes formosanus,芋头,Taro,危害,Damage
2985,黑翅土白蚁,Odontotermes formosanus,果树,Fruit trees,危害,Damage
2986,黑翅土白蚁,Odontotermes formosanus,橡胶树,Rubber Tree,危害,Damage
2987,黑翅土白蚁,Odontotermes formosanus,桉树,eucalyptus,危害,Damage
2988,甘蔗二点螟,Chilo infuscatellus,玉米,corn,危害,Damage
2989,甘蔗二点螟,Chilo infuscatellus,高粱,Sorghum,危害,Damage
2990,甘蔗二点螟,Chilo infuscatellus,狗尾草,Setaria,危害,Damage
2991,大螟,Sesamia inferens,水稻,Rice,危害,Damage
2992,大螟,Sesamia inferens,麦类,Wheat,危害,Damage
2993,大螟,Sesamia inferens,高粱,Sorghum,危害,Damage
2994,大螟,Sesamia inferens,玉米,corn,危害,Damage
2995,大螟,Sesamia inferens,甘蔗,sugar cane,危害,Damage
2996,大螟,Sesamia inferens,谷子,Millet,危害,Damage
2997,大螟,Sesamia inferens,茭白,Wild Rice,危害,Damage
2998,大螟,Sesamia inferens,蚕豆,broad bean,危害,Damage
2999,大螟,Sesamia inferens,油菜,rape,危害,Damage
3000,大螟,Sesamia inferens,向日葵,sunflower,危害,Damage
3001,大螟,Sesamia inferens,李氏禾,Lee Thi Ho,危害,Damage
3002,食根缘齿天牛,Dorysthenes granulosus,椰,Coconut,危害,Damage
3003,食根缘齿天牛,Dorysthenes granulosus,柑,Mandarin orange,危害,Damage
3004,食根缘齿天牛,Dorysthenes granulosus,厚皮,Thick skin,危害,Damage
3005,甘蔗绵蚜,Ceratovacuna lanigera,甘蔗,sugar cane,危害,Damage
3006,甘蔗绵蚜,Ceratovacuna lanigera,茭白,Wild Rice,危害,Damage
3007,甘蔗绵蚜,Ceratovacuna lanigera,柑桔,Citrus,危害,Damage
3008,甘蔗绵蚜,Ceratovacuna lanigera,芦苇,reed,危害,Damage
3009,甘蔗绵蚜,Ceratovacuna lanigera,大芒谷草,Miscanthus serratus,危害,Damage
3010,甘蔗红粉蚧,Saccharicoccus sacchari,甘蔗,sugar cane,危害,Damage
3011,甘蔗红粉蚧,Saccharicoccus sacchari,芒草,Miscanthus,危害,Damage
3012,甘蔗灰粉蚧,Dysmicoccus boninsis,甘蔗,sugar cane,危害,Damage
3013,甘蔗灰粉蚧,Dysmicoccus boninsis,芒草,Miscanthus,危害,Damage
3014,棉花红(黄)叶枯病,（可能是多种病原菌引起）,棉花,cotton,危害,Damage
3015,棉红铃虫,Pectinophora gossypiella,棉花,cotton,危害,Damage
3016,棉红铃虫,Pectinophora gossypiella,锦葵,Mallow,危害,Damage
3017,棉红铃虫,Pectinophora gossypiella,洋麻,Kenaf,危害,Damage
3018,棉红铃虫,Pectinophora gossypiella,黄麻,jute,危害,Damage
3019,棉红铃虫,Pectinophora gossypiella,亚麻,flax,危害,Damage
3020,棉红铃虫,Pectinophora gossypiella,蜀葵,Hollyhock,危害,Damage
3021,棉红铃虫,Pectinophora gossypiella,洋绿豆,Mung Bean,危害,Damage
3022,棉双斜卷蛾,Clepsis strigana,棉花,cotton,危害,Damage
3023,棉双斜卷蛾,Clepsis strigana,大豆,Soybean,危害,Damage
3024,棉双斜卷蛾,Clepsis strigana,苜蓿,Alfalfa,危害,Damage
3025,棉双斜卷蛾,Clepsis strigana,洋麻,Kenaf,危害,Damage
3026,棉双斜卷蛾,Clepsis strigana,大麻,marijuana,危害,Damage
3027,棉双斜卷蛾,Clepsis strigana,草莓,strawberry,危害,Damage
3028,棉双斜卷蛾,Clepsis strigana,韭花,Chives,危害,Damage
3029,赤须盲蝽,Trigonotylus ruficornis,小麦,wheat,危害,Damage
3030,赤须盲蝽,Trigonotylus ruficornis,玉米,corn,危害,Damage
3031,赤须盲蝽,Trigonotylus ruficornis,谷子,Millet,危害,Damage
3032,赤须盲蝽,Trigonotylus ruficornis,棉花,cotton,危害,Damage
3033,赤须盲蝽,Trigonotylus ruficornis,甜菜,beet,危害,Damage
3034,赤须盲蝽,Trigonotylus ruficornis,为害,Harm,危害,Damage
3035,赤须盲蝽,Trigonotylus ruficornis,麦,wheat,危害,Damage
3036,棉大卷叶螟,Sylepta derogata,棉花,cotton,危害,Damage
3037,棉大卷叶螟,Sylepta derogata,苘麻,Ramie,危害,Damage
3038,棉大卷叶螟,Sylepta derogata,蜀葵,Hollyhock,危害,Damage
3039,棉大卷叶螟,Sylepta derogata,木槿,Hibiscus,危害,Damage
3040,棉大卷叶螟,Sylepta derogata,苋菜,Amaranth,危害,Damage
3041,棉大卷叶螟,Sylepta derogata,黄蜀葵,Hibiscus tiliaceus,危害,Damage
3042,棉大卷叶螟,Sylepta derogata,秋葵,Okra,危害,Damage
3043,棉大卷叶螟,Sylepta derogata,锦葵,Mallow,危害,Damage
3044,棉大卷叶螟,Sylepta derogata,冬葵,Mallow,危害,Damage
3045,棉大卷叶螟,Sylepta derogata,木棉,Kapok,危害,Damage
3046,棉大卷叶螟,Sylepta derogata,木芙蓉,Hibiscus,危害,Damage
3047,棉大卷叶螟,Sylepta derogata,扶桑,Hibiscus,危害,Damage
3048,棉大卷叶螟,Sylepta derogata,栀子花,Gardenia,危害,Damage
3049,棉大卷叶螟,Sylepta derogata,女贞,Ligustrum lucidum,危害,Damage
3050,棉大卷叶螟,Sylepta derogata,海棠,Begonia,危害,Damage
3051,棉大卷叶螟,Sylepta derogata,泡桐,Paulownia,危害,Damage
3052,棉大卷叶螟,Sylepta derogata,紫椴,Tilia,危害,Damage
3053,棉大卷叶螟,Sylepta derogata,二球悬铃木,Platanus bispinus,危害,Damage
3054,棉大卷叶螟,Sylepta derogata,梧桐,Sycamore,危害,Damage
3055,焦条丽夜蛾,Xanthodes graellsi,棉花,cotton,危害,Damage
3056,焦条丽夜蛾,Xanthodes graellsi,锦葵,Mallow,危害,Damage
3057,焦条丽夜蛾,Xanthodes graellsi,花葵,Sunflower,危害,Damage
3058,焦条丽夜蛾,Xanthodes graellsi,苘麻,Ramie,危害,Damage
3059,焦条丽夜蛾,Xanthodes graellsi,向日葵,sunflower,危害,Damage
3060,焦条丽夜蛾,Xanthodes graellsi,芙蓉,Hibiscus,危害,Damage
3061,粉纹夜蛾,Trichoplusia ni,棉花,cotton,危害,Damage
3062,粉纹夜蛾,Trichoplusia ni,白菜,Chinese cabbage,危害,Damage
3063,粉纹夜蛾,Trichoplusia ni,芥蓝,Kale,危害,Damage
3064,粉纹夜蛾,Trichoplusia ni,青花菜,Broccoli,危害,Damage
3065,粉纹夜蛾,Trichoplusia ni,甘蓝,Kale,危害,Damage
3066,粉纹夜蛾,Trichoplusia ni,十字花科,Cruciferae,危害,Damage
3067,粉纹夜蛾,Trichoplusia ni,蔬菜,vegetable,危害,Damage
3068,粉纹夜蛾,Trichoplusia ni,莴苣,lettuce,危害,Damage
3069,粉纹夜蛾,Trichoplusia ni,甜菜,beet,危害,Damage
3070,粉纹夜蛾,Trichoplusia ni,豌豆,pea,危害,Damage
3071,粉纹夜蛾,Trichoplusia ni,芹菜,celery,危害,Damage
3072,粉纹夜蛾,Trichoplusia ni,香菜,coriander,危害,Damage
3073,粉纹夜蛾,Trichoplusia ni,番茄,tomato,危害,Damage
3074,粉纹夜蛾,Trichoplusia ni,马铃薯,potato,危害,Damage
3075,粉纹夜蛾,Trichoplusia ni,香石竹,Carnation,危害,Damage
3076,鼎点金刚钻,Earias cupreoviridis,棉花,cotton,危害,Damage
3077,鼎点金刚钻,Earias cupreoviridis,苘麻,Ramie,危害,Damage
3078,鼎点金刚钻,Earias cupreoviridis,红麻,Kenaf,危害,Damage
3079,鼎点金刚钻,Earias cupreoviridis,冬寒菜,Winter Vegetables,危害,Damage
3080,鼎点金刚钻,Earias cupreoviridis,向日葵,sunflower,危害,Damage
3081,鼎点金刚钻,Earias cupreoviridis,木槿,Hibiscus,危害,Damage
3082,鼎点金刚钻,Earias cupreoviridis,蜀葵,Hollyhock,危害,Damage
3083,鼎点金刚钻,Earias cupreoviridis,锦葵,Mallow,危害,Damage
3084,鼎点金刚钻,Earias cupreoviridis,黄秋葵,Okra,危害,Damage
3085,鼎点金刚钻,Earias cupreoviridis,菊花,chrysanthemum,危害,Damage
3086,鼎点金刚钻,Earias cupreoviridis,大红朱槿,Red Hibiscus,危害,Damage
3087,鼎点金刚钻,Earias cupreoviridis,木芙蓉,Hibiscus,危害,Damage
3088,鼎点金刚钻,Earias cupreoviridis,大花秋葵,Okra,危害,Damage
3089,翠纹金刚钻,Earias fabia,棉花,cotton,危害,Damage
3090,棉茎木蠹蛾,Zeuzera coffeae,棉花,cotton,危害,Damage
3091,棉茎木蠹蛾,Zeuzera coffeae,黄麻,jute,危害,Damage
3092,棉茎木蠹蛾,Zeuzera coffeae,蓖麻,Castor,危害,Damage
3093,棉茎木蠹蛾,Zeuzera coffeae,咖啡,coffee,危害,Damage
3094,棉茎木蠹蛾,Zeuzera coffeae,荔枝,litchi,危害,Damage
3095,棉茎木蠹蛾,Zeuzera coffeae,龙眼,Longan,危害,Damage
3096,棉茎木蠹蛾,Zeuzera coffeae,柑橘,Tangerine,危害,Damage
3097,棉茎木蠹蛾,Zeuzera coffeae,枇杷,Loquat,危害,Damage
3098,棉茎木蠹蛾,Zeuzera coffeae,葡萄,Grape,危害,Damage
3099,大青叶蝉,Cicadella viridis,大豆,Soybean,危害,Damage
3100,大青叶蝉,Cicadella viridis,花生,peanut,危害,Damage
3101,大青叶蝉,Cicadella viridis,水稻,Rice,危害,Damage
3102,大青叶蝉,Cicadella viridis,玉米,corn,危害,Damage
3103,大青叶蝉,Cicadella viridis,高粱,Sorghum,危害,Damage
3104,棉盲蝽,Lygus lucorum,桑树,mulberry,危害,Damage
3105,棉盲蝽,Lygus lucorum,茶树,tea tree,危害,Damage
3106,棉盲蝽,Lygus lucorum,棉花,cotton,危害,Damage
3107,棉盲蝽,Lygus lucorum,豆类,Beans,危害,Damage
3108,棉盲蝽,Lygus lucorum,麻类,Hemp,危害,Damage
3109,棉盲蝽,Lygus lucorum,苹果,apple,危害,Damage
3110,棉盲蝽,Lygus lucorum,棉桑,Cotton Mulberry,危害,Damage
3111,棉盲蝽,Lygus lucorum,桑麻,Mulberry and Hemp,危害,Damage
3112,棉红蝽,Dysdercus cingulatus,棉花,cotton,危害,Damage
3113,棉蚜,Aphis gossypii,棉花,cotton,危害,Damage
3114,棉蚜,Aphis gossypii,茄子,eggplant,危害,Damage
3115,棉蚜,Aphis gossypii,辣椒,chili,危害,Damage
3116,棉蚜,Aphis gossypii,瓜类,Melons,危害,Damage
3117,棉蚜,Aphis gossypii,花椒,Sichuan peppercorn,危害,Damage
3118,棉长管蚜,Acyrthosiphon gossypii,棉花,cotton,危害,Damage
3119,棉长管蚜,Acyrthosiphon gossypii,骆驼刺,Camel thorn,危害,Damage
3120,棉长管蚜,Acyrthosiphon gossypii,豆子,beans,危害,Damage
3121,棉根蚜,Smynthurodes betae,棉花,cotton,危害,Damage
3122,棉根蚜,Smynthurodes betae,菜豆,kidney bean,危害,Damage
3123,棉根蚜,Smynthurodes betae,甜菜,beet,危害,Damage
3124,棉根蚜,Smynthurodes betae,烟草,tobacco,危害,Damage
3125,棉根蚜,Smynthurodes betae,甘蓝,Kale,危害,Damage
3126,棉根蚜,Smynthurodes betae,蚕豆,broad bean,危害,Damage
3127,棉根蚜,Smynthurodes betae,马铃薯,potato,危害,Damage
3128,棉根蚜,Smynthurodes betae,番茄,tomato,危害,Damage
3129,棉根蚜,Smynthurodes betae,小麦,wheat,危害,Damage
3130,棉根蚜,Smynthurodes betae,黍类,Millet,危害,Damage
3131,花蓟马,Frankliniella intonsa,棉花,cotton,危害,Damage
3132,花蓟马,Frankliniella intonsa,水稻,Rice,危害,Damage
3133,花蓟马,Frankliniella intonsa,小麦,wheat,危害,Damage
3134,花蓟马,Frankliniella intonsa,十字花科蔬菜类,Cruciferous vegetables,危害,Damage
3135,棉尖象,Phytoscaphus gossypii,玉米,corn,危害,Damage
3136,棉尖象,Phytoscaphus gossypii,大豆,Soybean,危害,Damage
3137,棉尖象,Phytoscaphus gossypii,大麻,marijuana,危害,Damage
3138,棉尖象,Phytoscaphus gossypii,刺槐,locust,危害,Damage
3139,星白灯蛾,Spilosoma menthastri,玉米,corn,危害,Damage
3140,星白灯蛾,Spilosoma menthastri,棉花,cotton,危害,Damage
3141,星白灯蛾,Spilosoma menthastri,花生,peanut,危害,Damage
3142,星白灯蛾,Spilosoma menthastri,小麦,wheat,危害,Damage
3143,星白灯蛾,Spilosoma menthastri,谷子,Millet,危害,Damage
3144,星白灯蛾,Spilosoma menthastri,大豆,Soybean,危害,Damage
3145,星白灯蛾,Spilosoma menthastri,甘薯,sweet potato,危害,Damage
3146,星白灯蛾,Spilosoma menthastri,番茄,tomato,危害,Damage
3147,星白灯蛾,Spilosoma menthastri,茄子,eggplant,危害,Damage
3148,星白灯蛾,Spilosoma menthastri,辣椒,chili,危害,Damage
3149,星白灯蛾,Spilosoma menthastri,瓜类,Melons,危害,Damage
3150,星白灯蛾,Spilosoma menthastri,薄荷,Mint,危害,Damage
3151,棉四点叶甲,Nodonota punctiventris,豆,bean,危害,Damage
3152,苜蓿盲蝽,Adelphocoris lineolatus,玉米,corn,危害,Damage
3153,苜蓿盲蝽,Adelphocoris lineolatus,马铃薯,potato,危害,Damage
3154,苜蓿盲蝽,Adelphocoris lineolatus,豌豆,pea,危害,Damage
3155,苜蓿盲蝽,Adelphocoris lineolatus,菜豆,kidney bean,危害,Damage
3156,苜蓿盲蝽,Adelphocoris lineolatus,南瓜,pumpkin,危害,Damage
3157,苜蓿盲蝽,Adelphocoris lineolatus,大麻,marijuana,危害,Damage
3158,苜蓿盲蝽,Adelphocoris lineolatus,苜蓿,Alfalfa,危害,Damage
3159,牧草盲蝽,Lygus pratensis,牧草,grass,危害,Damage
3160,牧草盲蝽,Lygus pratensis,豆类,Beans,危害,Damage
3161,牧草盲蝽,Lygus pratensis,蔬菜,vegetable,危害,Damage
3162,牧草盲蝽,Lygus pratensis,果树,Fruit trees,危害,Damage
3163,牧草盲蝽,Lygus pratensis,树木,Trees,危害,Damage
3164,牧草盲蝽,Lygus pratensis,杂草,Weeds,危害,Damage
3165,中黑盲蝽,Adelphocoris suturalis,牧草,grass,危害,Damage
3166,中黑盲蝽,Adelphocoris suturalis,豆类,Beans,危害,Damage
3167,中黑盲蝽,Adelphocoris suturalis,蔬菜,vegetable,危害,Damage
3168,中黑盲蝽,Adelphocoris suturalis,果树,Fruit trees,危害,Damage
3169,中黑盲蝽,Adelphocoris suturalis,树木,Trees,危害,Damage
3170,中黑盲蝽,Adelphocoris suturalis,杂草,Weeds,危害,Damage
3171,稻绿蝽,Nezara viridula,小麦,wheat,危害,Damage
3172,稻绿蝽,Nezara viridula,油菜,rape,危害,Damage
3173,稻绿蝽,Nezara viridula,高粱,Sorghum,危害,Damage
3174,稻绿蝽,Nezara viridula,玉米,corn,危害,Damage
3175,稻绿蝽,Nezara viridula,芝麻,Sesame,危害,Damage
3176,稻绿蝽,Nezara viridula,马铃薯,potato,危害,Damage
3177,稻绿蝽,Nezara viridula,豆类,Beans,危害,Damage
3178,稻绿蝽,Nezara viridula,棉花,cotton,危害,Damage
3179,稻绿蝽,Nezara viridula,柑橘,Tangerine,危害,Damage
3180,截形叶螨,Tetranychus truncatus,甘薯,sweet potato,危害,Damage
3181,截形叶螨,Tetranychus truncatus,木薯,Cassava,危害,Damage
3182,截形叶螨,Tetranychus truncatus,豆类,Beans,危害,Damage
3183,截形叶螨,Tetranychus truncatus,瓜类,Melons,危害,Damage
3184,薄球蜗牛,Trichia hispida,棉花,cotton,危害,Damage
3185,薄球蜗牛,Trichia hispida,小麦,wheat,危害,Damage
3186,薄球蜗牛,Trichia hispida,大麦,barley,危害,Damage
3187,薄球蜗牛,Trichia hispida,豆类,Beans,危害,Damage
3188,薄球蜗牛,Trichia hispida,茄科蔬菜,Solanaceae vegetables,危害,Damage
3189,油葫芦,Teleogryllus emma,谷子,Millet,危害,Damage
3190,油葫芦,Teleogryllus emma,玉米,corn,危害,Damage
3191,油葫芦,Teleogryllus emma,荞麦,Buckwheat,危害,Damage
3192,油葫芦,Teleogryllus emma,甘薯,sweet potato,危害,Damage
3193,油葫芦,Teleogryllus emma,豆类,Beans,危害,Damage
3194,油葫芦,Teleogryllus emma,萝卜,radish,危害,Damage
3195,油葫芦,Teleogryllus emma,瓜类,Melons,危害,Damage
3196,油葫芦,Teleogryllus emma,胡萝卜,carrot,危害,Damage
3197,油葫芦,Teleogryllus emma,菠菜,spinach,危害,Damage
3198,亚麻炭疽病,Colletotrichum lini,亚麻,flax,危害,Damage
3199,亚麻胡麻锈病,Melampsora lini,亚麻,flax,危害,Damage
3200,红麻炭疽病,Colletotrichum hibisci,红麻,Kenaf,危害,Damage
3201,黄麻根腐病,Fusarium solani,花生,peanut,危害,Damage
3202,黄麻根腐病,Fusarium solani,苜蓿,Alfalfa,危害,Damage
3203,黄麻桥夜蛾,Anomis subulifera,黄麻,jute,危害,Damage
3204,大麻跳甲,Psylliodes attenuata,白萝卜,White radish,危害,Damage
3205,苎麻青枯病,Ralstonia solanacearum,苎麻,Ramie,危害,Damage
3206,苎麻天牛,Paraglenea fortunei,苎麻,Ramie,危害,Damage
3207,苎麻天牛,Paraglenea fortunei,桑树,mulberry,危害,Damage
3208,苎麻天牛,Paraglenea fortunei,木槿,Hibiscus,危害,Damage
3209,大豆枯萎病,Fusarium oxysporum,大豆,Soybean,危害,Damage
3210,大豆紫斑病,Cercospora kikuchii,大豆,Soybean,危害,Damage
3211,大豆轮纹病,Ascochyta glycines,大豆,Soybean,危害,Damage
3212,大豆荚枯病,Macrophomina phaseolina,大豆,Soybean,危害,Damage
3213,大豆赤霉病,Fusarium graminearum,大豆,Soybean,危害,Damage
