number,Chinese entity name,entity binomial scientific name,Chinese part,English part,Chinese relation,English relation
910,番茄疫霉根腐病,Phytophthora parasitica,苗期,Seedling stage,危害部位,InflictHarmPart
911,番茄细菌性斑疹病,Xanthomonas vesicatoria,叶部,Leaf,危害部位,InflictHarmPart
912,番茄细菌性斑疹病,Xanthomonas vesicatoria,果实,fruit,危害部位,InflictHarmPart
913,番茄细菌性斑疹病,Xanthomonas vesicatoria,花蕾,bud,危害部位,InflictHarmPart
914,番茄细菌性斑疹病,Xanthomonas vesicatoria,茎部,Stem,危害部位,InflictHarmPart
915,番茄细菌性斑疹病,Xanthomonas vesicatoria,叶柄,Petiole,危害部位,InflictHarmPart
916,番茄溃疡病,Clavibacter michiganensis subsp. michiganensis,幼苗,seedling,危害部位,InflictHarmPart
917,番茄溃疡病,Clavibacter michiganensis subsp. michiganensis,成株,Adult plant,危害部位,InflictHarmPart
918,番茄溃疡病,Clavibacter michiganensis subsp. michiganensis,果实,fruit,危害部位,InflictHarmPart
919,番茄青枯病,Ralstonia solanacearum,叶片,blade,危害部位,InflictHarmPart
920,番茄青枯病,Ralstonia solanacearum,茎部,Stem,危害部位,InflictHarmPart
921,番茄疮痂病,Xanthomonas campestris pv. vesicatoria,叶部,Leaf,危害部位,InflictHarmPart
922,番茄疮痂病,Xanthomonas campestris pv. vesicatoria,茎部,Stem,危害部位,InflictHarmPart
923,番茄疮痂病,Xanthomonas campestris pv. vesicatoria,果实,fruit,危害部位,InflictHarmPart
924,番茄细菌性髓部坏死病,Tomato bacterial pith necrosis,叶片,blade,危害部位,InflictHarmPart
925,番茄细菌性髓部坏死病,Tomato bacterial pith necrosis,茎部,Stem,危害部位,InflictHarmPart
926,番茄细菌性髓部坏死病,Tomato bacterial pith necrosis,果实,fruit,危害部位,InflictHarmPart
927,番茄软腐病,Erwinia carotovora subsp. carotovora,果实,fruit,危害部位,InflictHarmPart
928,番茄软腐病,Erwinia carotovora subsp. carotovora,茎杆,Stem,危害部位,InflictHarmPart
929,番茄条斑病毒病,Tomato streak virus,叶片,blade,危害部位,InflictHarmPart
930,番茄条斑病毒病,Tomato streak virus,茎杆,Stem,危害部位,InflictHarmPart
931,番茄条斑病毒病,Tomato streak virus,果实,fruit,危害部位,InflictHarmPart
932,番茄斑萎病毒病,Tomato spotted wilt virus（TSWV）,苗期,Seedling stage,危害部位,InflictHarmPart
933,番茄斑萎病毒病,Tomato spotted wilt virus（TSWV）,果实,fruit,危害部位,InflictHarmPart
934,番茄根结线虫病,Meloidogyne spp.,根部,Root,危害部位,InflictHarmPart
935,番茄圆纹病,Tomato ring pattern,叶片,blade,危害部位,InflictHarmPart
936,番茄圆纹病,Tomato ring pattern,果实,fruit,危害部位,InflictHarmPart
937,番茄茎枯病,Tomato stem blight,茎部,Stem,危害部位,InflictHarmPart
938,番茄茎枯病,Tomato stem blight,果实,fruit,危害部位,InflictHarmPart
939,番茄茎枯病,Tomato stem blight,叶片,blade,危害部位,InflictHarmPart
940,番茄变形果,Tomato deformed fruit,多蕊果,Multifruit,危害部位,InflictHarmPart
941,番茄变形果,Tomato deformed fruit,椭圆形果,Oval fruit,危害部位,InflictHarmPart
942,番茄低温障碍和冻害,Tomato low - temperature disorder and freezing injury,幼苗,seedling,危害部位,InflictHarmPart
943,番茄低温障碍和冻害,Tomato low - temperature disorder and freezing injury,成株,Adult plant,危害部位,InflictHarmPart
944,番茄低温障碍和冻害,Tomato low - temperature disorder and freezing injury,果实,fruit,危害部位,InflictHarmPart
945,番茄高温障碍,Tomato high - temperature disorder,叶片,blade,危害部位,InflictHarmPart
946,番茄高温障碍,Tomato high - temperature disorder,花果,Flowers and Fruits,危害部位,InflictHarmPart
947,番茄细菌性褐斑病,Pseudomonas cichorii,叶部,Leaf,危害部位,InflictHarmPart
948,番茄细菌性褐斑病,Pseudomonas cichorii,果实,fruit,危害部位,InflictHarmPart
949,番茄细菌性褐斑病,Pseudomonas cichorii,花蕾,bud,危害部位,InflictHarmPart
950,番茄细菌性褐斑病,Pseudomonas cichorii,茎部,Stem,危害部位,InflictHarmPart
951,番茄细菌性褐斑病,Pseudomonas cichorii,叶柄,Petiole,危害部位,InflictHarmPart
952,辣椒疫病,Phytophthora capsici,叶片,blade,危害部位,InflictHarmPart
953,辣椒疫病,Phytophthora capsici,果实,fruit,危害部位,InflictHarmPart
954,辣椒早疫病,Alternaria solani,苗期,Seedling stage,危害部位,InflictHarmPart
955,辣椒早疫病,Alternaria solani,叶片,blade,危害部位,InflictHarmPart
956,辣椒灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
957,辣椒灰霉病,Botrytis cinerea,花器,Flower vases,危害部位,InflictHarmPart
958,辣椒灰霉病,Botrytis cinerea,果实,fruit,危害部位,InflictHarmPart
959,辣椒菌核病,Sclerotinia sclerotiorum,幼苗,seedling,危害部位,InflictHarmPart
960,菠菜病毒病,Spinach virus,花叶型,Mosaic,危害部位,InflictHarmPart
961,芹菜病毒病,Celery virus,苗期,Seedling stage,危害部位,InflictHarmPart
962,芹菜黄萎病,Fusarium oxysporum f. sp. apii,苗期,Seedling stage,危害部位,InflictHarmPart
963,芹菜叶斑病,Celery leaf spot,叶片,blade,危害部位,InflictHarmPart
964,芹菜叶斑病,Celery leaf spot,茎或,stem or,危害部位,InflictHarmPart
965,芹菜叶斑病,Celery leaf spot,叶柄,Petiole,危害部位,InflictHarmPart
966,莴笋灰霉病,Botrytis cinerea,苗期,Seedling stage,危害部位,InflictHarmPart
967,莴笋灰霉病,Botrytis cinerea,成株,Adult plant,危害部位,InflictHarmPart
968,莴笋菌核病,Sclerotinia sclerotiorum,叶片,blade,危害部位,InflictHarmPart
969,莴笋菌核病,Sclerotinia sclerotiorum,茎部,Stem,危害部位,InflictHarmPart
970,莴笋病毒病,Lettuce stem virus,苗期,Seedling stage,危害部位,InflictHarmPart
971,莴笋病毒病,Lettuce stem virus,成株,Adult plant,危害部位,InflictHarmPart
972,莴笋褐斑病,Lettuce brown spot,叶片,blade,危害部位,InflictHarmPart
973,莴笋腐败病,Lettuce rot,叶片,blade,危害部位,InflictHarmPart
974,生菜褐斑病,Romaine lettuce brown spot,叶片,blade,危害部位,InflictHarmPart
975,生菜病毒病,Romaine lettuce virus,苗期,Seedling stage,危害部位,InflictHarmPart
976,生菜病毒病,Romaine lettuce virus,成株,Adult plant,危害部位,InflictHarmPart
977,苋菜炭疽病,Amaranth anthracnose,叶片,blade,危害部位,InflictHarmPart
978,苋菜炭疽病,Amaranth anthracnose,茎部,Stem,危害部位,InflictHarmPart
979,落葵紫斑病,Malabar spinach purple spot,叶片,blade,危害部位,InflictHarmPart
980,落葵紫斑病,Malabar spinach purple spot,叶柄,Petiole,危害部位,InflictHarmPart
981,落葵紫斑病,Malabar spinach purple spot,茎杆,Stem,危害部位,InflictHarmPart
982,落葵根结线虫病,Meloidogyne spp.,叶部,Leaf,危害部位,InflictHarmPart
983,蕹菜白锈病,Albugo ipomoeae - aquaticae,叶片,blade,危害部位,InflictHarmPart
984,蕹菜白锈病,Albugo ipomoeae - aquaticae,茎部,Stem,危害部位,InflictHarmPart
985,蕹菜灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
986,西葫芦绵疫病,Phytophthora capsici,叶片,blade,危害部位,InflictHarmPart
987,西葫芦绵疫病,Phytophthora capsici,茎蔓,Stem,危害部位,InflictHarmPart
988,西葫芦绵疫病,Phytophthora capsici,果实,fruit,危害部位,InflictHarmPart
989,西葫芦银叶病,Zucchini silver leaf,叶片,blade,危害部位,InflictHarmPart
990,西葫芦银叶病,Zucchini silver leaf,果实,fruit,危害部位,InflictHarmPart
991,豌豆灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
992,豌豆灰霉病,Botrytis cinerea,果荚,Fruit Pods,危害部位,InflictHarmPart
993,豌豆根串珠霉根腐病,Pea root rot caused by Thielaviopsis basicola,叶片,blade,危害部位,InflictHarmPart
994,豌豆黑斑病,Pea black spot,叶片,blade,危害部位,InflictHarmPart
995,豌豆黑斑病,Pea black spot,叶柄,Petiole,危害部位,InflictHarmPart
996,豌豆黑斑病,Pea black spot,茎蔓,Stem,危害部位,InflictHarmPart
997,豌豆黑斑病,Pea black spot,豆荚,pod,危害部位,InflictHarmPart
998,豌豆芽枯病,Pea bud blight,豆荚,pod,危害部位,InflictHarmPart
999,葡萄根朽病,Armillaria mellea,根部,Root,危害部位,InflictHarmPart
1000,葡萄根朽病,Armillaria mellea,植株,Plant,危害部位,InflictHarmPart
1001,葡萄蔓割病,Botryosphaeria dothidea,枝蔓,Tendrils,危害部位,InflictHarmPart
1002,葡萄蔓割病,Botryosphaeria dothidea,叶片,blade,危害部位,InflictHarmPart
1003,葡萄蔓割病,Botryosphaeria dothidea,果实,fruit,危害部位,InflictHarmPart
1004,甜菜丛根病,Beet rhizomania virus（BRV）,根系,Root system,危害部位,InflictHarmPart
1005,甜菜丛根病,Beet rhizomania virus（BRV）,叶,leaf,危害部位,InflictHarmPart
1006,甜菜苗腐病,Pythium spp.,茎基,Stem base,危害部位,InflictHarmPart
1007,甜菜苗腐病,Pythium spp.,叶片,blade,危害部位,InflictHarmPart
1008,茶饼病,Exobasidium vexans,叶片,blade,危害部位,InflictHarmPart
1009,茶圆赤星病,Elsino? leucospila,叶片,blade,危害部位,InflictHarmPart
1010,茶圆赤星病,Elsino? leucospila,叶,leaf,危害部位,InflictHarmPart
1011,茶红锈藻病,Cephaleuros parasiticus,枝干,Branches,危害部位,InflictHarmPart
1012,茶红锈藻病,Cephaleuros parasiticus,叶片,blade,危害部位,InflictHarmPart
1013,茶白星病,Phyllosticta theaefolia,嫩叶,Young leaves,危害部位,InflictHarmPart
1014,茶白星病,Phyllosticta theaefolia,叶,leaf,危害部位,InflictHarmPart
1015,茶白星病,Phyllosticta theaefolia,及嫩,Tender,危害部位,InflictHarmPart
1016,茶云纹叶枯病,Guignardia camelliae,叶片,blade,危害部位,InflictHarmPart
1017,茶云纹叶枯病,Guignardia camelliae,枝干,Branches,危害部位,InflictHarmPart
1018,茶云纹叶枯病,Guignardia camelliae,果实,fruit,危害部位,InflictHarmPart
1019,茶树苔藓、地衣,Tea tree moss and lichen,苔藓,moss,危害部位,InflictHarmPart
1020,茶树苔藓、地衣,Tea tree moss and lichen,地衣,Lichen,危害部位,InflictHarmPart
1021,烟草炭疽病,Colletotrichum nicotianae,叶片,blade,危害部位,InflictHarmPart
1022,烟草炭疽病,Colletotrichum nicotianae,茎杆,Stem,危害部位,InflictHarmPart
1023,烟草炭疽病,Colletotrichum nicotianae,花,flower,危害部位,InflictHarmPart
1024,烟草菌核病,Sclerotinia sclerotiorum,苗期,Seedling stage,危害部位,InflictHarmPart
1025,烟草低头黑病,Tobacco black shank,苗期,Seedling stage,危害部位,InflictHarmPart
1026,烟草灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
1027,烟草灰霉病,Botrytis cinerea,叶柄,Petiole,危害部位,InflictHarmPart
1028,烟草灰霉病,Botrytis cinerea,茎杆,Stem,危害部位,InflictHarmPart
1029,烟草灰霉病,Botrytis cinerea,花器,Flower vases,危害部位,InflictHarmPart
1030,烟草斑点病,Tobacco spotting,苗期,Seedling stage,危害部位,InflictHarmPart
1031,烟草霜霉病,Peronospora tabacina,苗期,Seedling stage,危害部位,InflictHarmPart
1032,烟草空胫病,Tobacco hollow stem,苗期,Seedling stage,危害部位,InflictHarmPart
1033,烟草黑胫病,Phytophthora nicotianae,幼苗,seedling,危害部位,InflictHarmPart
1034,烟草黑胫病,Phytophthora nicotianae,茎杆,Stem,危害部位,InflictHarmPart
1035,烟草黑胫病,Phytophthora nicotianae,叶片,blade,危害部位,InflictHarmPart
1036,花生茎腐病,Aspergillus niger,幼苗,seedling,危害部位,InflictHarmPart
1037,花生茎腐病,Aspergillus niger,成株,Adult plant,危害部位,InflictHarmPart
1038,花生菌核病,Sclerotinia sclerotiorum,叶片,blade,危害部位,InflictHarmPart
1039,花生菌核病,Sclerotinia sclerotiorum,茎部,Stem,危害部位,InflictHarmPart
1040,花生菌核病,Sclerotinia sclerotiorum,荚果,Pods,危害部位,InflictHarmPart
1041,花生网斑病,Drechslera teres f. sp. arachidis,叶片,blade,危害部位,InflictHarmPart
1042,花生网斑病,Drechslera teres f. sp. arachidis,叶柄,Petiole,危害部位,InflictHarmPart
1043,油菜黑胫病,Leptosphaeria biglobosa,幼苗,seedling,危害部位,InflictHarmPart
1044,油菜黑胫病,Leptosphaeria biglobosa,叶片,blade,危害部位,InflictHarmPart
1045,油菜黑胫病,Leptosphaeria biglobosa,根、茎,rhizome,危害部位,InflictHarmPart
1046,油菜黑胫病,Leptosphaeria biglobosa,果荚,Fruit Pods,危害部位,InflictHarmPart
1047,油菜黑胫病,Leptosphaeria biglobosa,种子,seed,危害部位,InflictHarmPart
1048,油菜立枯病,Rhizoctonia solani,幼苗,seedling,危害部位,InflictHarmPart
1049,油菜菌核病,Sclerotinia sclerotiorum,幼苗,seedling,危害部位,InflictHarmPart
1050,油菜菌核病,Sclerotinia sclerotiorum,叶片,blade,危害部位,InflictHarmPart
1051,油菜菌核病,Sclerotinia sclerotiorum,茎部,Stem,危害部位,InflictHarmPart
1052,油菜菌核病,Sclerotinia sclerotiorum,果荚,Fruit Pods,危害部位,InflictHarmPart
1053,油菜霜霉病,Peronospora parasitica,叶片,blade,危害部位,InflictHarmPart
1054,油菜霜霉病,Peronospora parasitica,花梗,Pedicels,危害部位,InflictHarmPart
1055,油菜霜霉病,Peronospora parasitica,果荚,Fruit Pods,危害部位,InflictHarmPart
1056,油菜炭疽病,Colletotrichum higginsianum,叶片,blade,危害部位,InflictHarmPart
1057,油菜炭疽病,Colletotrichum higginsianum,果荚,Fruit Pods,危害部位,InflictHarmPart
1058,油菜黑斑病,Alternaria brassicae,幼苗,seedling,危害部位,InflictHarmPart
1059,油菜黑斑病,Alternaria brassicae,叶片,blade,危害部位,InflictHarmPart
1060,油菜黑斑病,Alternaria brassicae,果荚,Fruit Pods,危害部位,InflictHarmPart
1061,油菜黑腐病,Xanthomonas campestris pv. campestris,叶片,blade,危害部位,InflictHarmPart
1062,油菜黑腐病,Xanthomonas campestris pv. campestris,果荚,Fruit Pods,危害部位,InflictHarmPart
1063,油菜软腐病,Erwinia carotovora subsp. carotovora,茎杆,Stem,危害部位,InflictHarmPart
1064,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,叶片,blade,危害部位,InflictHarmPart
1065,油菜病毒病,Rapeseed virus,甘蓝,Kale,危害部位,InflictHarmPart
1066,油菜病毒病,Rapeseed virus,白菜,Chinese cabbage,危害部位,InflictHarmPart
1067,芝麻疫病,Phytophthora nicotianae var. parasitica,叶片,blade,危害部位,InflictHarmPart
1068,芝麻疫病,Phytophthora nicotianae var. parasitica,茎杆,Stem,危害部位,InflictHarmPart
1069,芝麻叶枯病,Alternaria sesami,叶片,blade,危害部位,InflictHarmPart
1070,芝麻叶枯病,Alternaria sesami,茎杆,Stem,危害部位,InflictHarmPart
1071,芝麻叶斑病,Sesame leaf spot,叶片,blade,危害部位,InflictHarmPart
1072,芝麻叶斑病,Sesame leaf spot,茎部,Stem,危害部位,InflictHarmPart
1073,芝麻青枯病,Ralstonia solanacearum,茎杆,Stem,危害部位,InflictHarmPart
1074,芝麻青枯病,Ralstonia solanacearum,叶片,blade,危害部位,InflictHarmPart
1075,芝麻细菌性角斑病,Xanthomonas campestris pv. sesami,幼苗,seedling,危害部位,InflictHarmPart
1076,芝麻细菌性角斑病,Xanthomonas campestris pv. sesami,叶片,blade,危害部位,InflictHarmPart
1077,芝麻细菌性角斑病,Xanthomonas campestris pv. sesami,茎杆,Stem,危害部位,InflictHarmPart
1078,向日葵菌核病,Sclerotinia sclerotiorum,根腐,Root rot,危害部位,InflictHarmPart
1079,向日葵菌核病,Sclerotinia sclerotiorum,茎腐,Stem rot,危害部位,InflictHarmPart
1080,向日葵菌核病,Sclerotinia sclerotiorum,叶腐,Leaf Rot,危害部位,InflictHarmPart
1081,向日葵黑斑病,Alternaria helianthi,叶片,blade,危害部位,InflictHarmPart
1082,向日葵黑斑病,Alternaria helianthi,叶柄,Petiole,危害部位,InflictHarmPart
1083,向日葵黑斑病,Alternaria helianthi,茎杆,Stem,危害部位,InflictHarmPart
1084,向日葵黑斑病,Alternaria helianthi,花瓣,petal,危害部位,InflictHarmPart
1085,甘蔗赤腐病,Colletotrichum falcatum,茎秆,Stem,危害部位,InflictHarmPart
1086,甘蔗赤腐病,Colletotrichum falcatum,叶片,blade,危害部位,InflictHarmPart
1087,甘蔗眼斑病,Helminthosporium sacchari,叶片,blade,危害部位,InflictHarmPart
1088,甜菜立枯病,Rhizoctonia solani,幼苗,seedling,危害部位,InflictHarmPart
1089,甜菜褐斑病,Cercospora beticola,叶片,blade,危害部位,InflictHarmPart
1090,甜菜褐斑病,Cercospora beticola,叶,leaf,危害部位,InflictHarmPart
1091,甜菜褐斑病,Cercospora beticola,和茎部,and stem,危害部位,InflictHarmPart
1092,亚麻炭疽病,Colletotrichum lini,子叶,Cotyledon,危害部位,InflictHarmPart
1093,亚麻炭疽病,Colletotrichum lini,叶,leaf,危害部位,InflictHarmPart
1094,亚麻炭疽病,Colletotrichum lini,及茎部,and stem,危害部位,InflictHarmPart
1095,红麻炭疽病,Colletotrichum hibisci,幼苗,seedling,危害部位,InflictHarmPart
1096,红麻炭疽病,Colletotrichum hibisci,叶片,blade,危害部位,InflictHarmPart
1097,红麻炭疽病,Colletotrichum hibisci,茎杆,Stem,危害部位,InflictHarmPart
1098,红麻炭疽病,Colletotrichum hibisci,花蕾,bud,危害部位,InflictHarmPart
1099,红麻斑点病,Kenaf spot,子叶,Cotyledon,危害部位,InflictHarmPart
1100,红麻斑点病,Kenaf spot,真叶,True leaves,危害部位,InflictHarmPart
1101,红麻斑点病,Kenaf spot,茎杆,Stem,危害部位,InflictHarmPart
1102,红麻斑点病,Kenaf spot,蒴果,Capsule,危害部位,InflictHarmPart
1103,红麻灰霉病,Botrytis cinerea,叶片,blade,危害部位,InflictHarmPart
1104,红麻灰霉病,Botrytis cinerea,茎杆,Stem,危害部位,InflictHarmPart
1105,红麻灰霉病,Botrytis cinerea,花蕾,bud,危害部位,InflictHarmPart
1106,黄麻根腐病,Jute root rot,幼苗,seedling,危害部位,InflictHarmPart
1107,苎麻炭疽病,Colletotrichum boehmeriae,叶片,blade,危害部位,InflictHarmPart
1108,苎麻炭疽病,Colletotrichum boehmeriae,叶柄,Petiole,危害部位,InflictHarmPart
1109,苎麻炭疽病,Colletotrichum boehmeriae,茎杆,Stem,危害部位,InflictHarmPart
1110,苎麻褐斑病,Ramie brown spot,叶片,blade,危害部位,InflictHarmPart
1111,苎麻褐斑病,Ramie brown spot,茎杆,Stem,危害部位,InflictHarmPart
1112,苎麻花叶病,Ramie mosaic,花叶型,Mosaic,危害部位,InflictHarmPart
1113,大豆霜霉病,Peronospora manshurica,幼苗,seedling,危害部位,InflictHarmPart
1114,大豆霜霉病,Peronospora manshurica,叶片,blade,危害部位,InflictHarmPart
1115,大豆霜霉病,Peronospora manshurica,豆荚,pod,危害部位,InflictHarmPart
1116,大豆枯萎病,Fusarium oxysporum f. sp. glycines,整株,Whole plant,危害部位,InflictHarmPart
1117,大豆枯萎病,Fusarium oxysporum f. sp. glycines,根系,Root system,危害部位,InflictHarmPart
1118,大豆枯萎病,Fusarium oxysporum f. sp. glycines,茎部,Stem,危害部位,InflictHarmPart
1119,大豆紫斑病,Cercospora kikuchii,幼苗,seedling,危害部位,InflictHarmPart
1120,大豆紫斑病,Cercospora kikuchii,叶片,blade,危害部位,InflictHarmPart
1121,大豆紫斑病,Cercospora kikuchii,茎杆,Stem,危害部位,InflictHarmPart
1122,大豆紫斑病,Cercospora kikuchii,豆荚,pod,危害部位,InflictHarmPart
1123,大豆紫斑病,Cercospora kikuchii,种子,seed,危害部位,InflictHarmPart
1124,大豆灰斑病,Cercospora sojina,幼苗,seedling,危害部位,InflictHarmPart
1125,大豆灰斑病,Cercospora sojina,叶片,blade,危害部位,InflictHarmPart
1126,大豆灰斑病,Cercospora sojina,茎杆,Stem,危害部位,InflictHarmPart
1127,大豆灰斑病,Cercospora sojina,豆荚,pod,危害部位,InflictHarmPart
1128,大豆灰斑病,Cercospora sojina,种子,seed,危害部位,InflictHarmPart
1129,大豆褐斑病,Soybean brown blotch,叶片,blade,危害部位,InflictHarmPart
1130,大豆褐斑病,Soybean brown blotch,叶柄,Petiole,危害部位,InflictHarmPart
1131,大豆褐斑病,Soybean brown blotch,豆荚,pod,危害部位,InflictHarmPart
1132,大豆纹枯病,Rhizoctonia solani,叶片,blade,危害部位,InflictHarmPart
1133,大豆羞萎病,Soybean shy wilt,幼苗,seedling,危害部位,InflictHarmPart
1134,大豆轮纹病,Soybean ring pattern,子叶,Cotyledon,危害部位,InflictHarmPart
1135,大豆轮纹病,Soybean ring pattern,叶片,blade,危害部位,InflictHarmPart
1136,大豆轮纹病,Soybean ring pattern,叶柄,Petiole,危害部位,InflictHarmPart
1137,大豆轮纹病,Soybean ring pattern,茎部,Stem,危害部位,InflictHarmPart
1138,大豆荚枯病,Soybean pod blight,豆荚,pod,危害部位,InflictHarmPart
1139,大豆疫病,Phytophthora sojae,苗期,Seedling stage,危害部位,InflictHarmPart
1140,大豆疫病,Phytophthora sojae,成株,Adult plant,危害部位,InflictHarmPart
1141,大豆疫病,Phytophthora sojae,豆荚,pod,危害部位,InflictHarmPart
1142,大豆炭疽病,Colletotrichum glycines,幼苗,seedling,危害部位,InflictHarmPart
1143,大豆炭疽病,Colletotrichum glycines,叶片,blade,危害部位,InflictHarmPart
1144,大豆炭疽病,Colletotrichum glycines,茎杆,Stem,危害部位,InflictHarmPart
1145,大豆炭疽病,Colletotrichum glycines,豆荚,pod,危害部位,InflictHarmPart
1146,大豆黑点病,Soybean black dot,茎秆,Stem,危害部位,InflictHarmPart
1147,大豆黑点病,Soybean black dot,豆荚,pod,危害部位,InflictHarmPart
1148,大豆细菌性斑点病,Soybean bacterial spot,幼苗,seedling,危害部位,InflictHarmPart
1149,大豆细菌性斑点病,Soybean bacterial spot,叶片,blade,危害部位,InflictHarmPart
1150,大豆细菌性斑点病,Soybean bacterial spot,豆荚,pod,危害部位,InflictHarmPart
1151,大豆细菌性斑点病,Soybean bacterial spot,籽粒,Grains,危害部位,InflictHarmPart
1152,大豆细菌性斑疹病,Soybean bacterial pustule,叶片,blade,危害部位,InflictHarmPart
1153,大豆细菌性斑疹病,Soybean bacterial pustule,豆荚,pod,危害部位,InflictHarmPart
1154,高粱炭疽病,Colletotrichum sublineolum,幼苗,seedling,危害部位,InflictHarmPart
1155,高粱炭疽病,Colletotrichum sublineolum,叶片,blade,危害部位,InflictHarmPart
1156,高粱炭疽病,Colletotrichum sublineolum,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1157,高粱炭疽病,Colletotrichum sublineolum,穗部,Hobe,危害部位,InflictHarmPart
1158,高粱柱黑粉病,Sphacelotheca reiliana,叶片,blade,危害部位,InflictHarmPart
1159,高粱柱黑粉病,Sphacelotheca reiliana,茎秆,Stem,危害部位,InflictHarmPart
1160,高粱柱黑粉病,Sphacelotheca reiliana,穗部,Hobe,危害部位,InflictHarmPart
1161,高粱镰刀菌穗腐病,Fusarium graminearum,穗部,Hobe,危害部位,InflictHarmPart
1162,高粱镰刀菌穗腐病,Fusarium graminearum,叶片,blade,危害部位,InflictHarmPart
1163,高粱镰刀菌穗腐病,Fusarium graminearum,茎秆,Stem,危害部位,InflictHarmPart
1164,高粱紫斑病,Cercospora sorghi,叶片,blade,危害部位,InflictHarmPart
1165,高粱紫斑病,Cercospora sorghi,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1166,高粱紫轮病,Sorghum purple ring,叶片,blade,危害部位,InflictHarmPart
1167,高粱紫轮病,Sorghum purple ring,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1168,粟白发病,Sclerospora graminicola,烂芽,Rotten Buds,危害部位,InflictHarmPart
1169,粟胡麻斑病,Bipolaris setariae,叶片,blade,危害部位,InflictHarmPart
1170,粟胡麻斑病,Bipolaris setariae,叶鞘,Leaf sheath,危害部位,InflictHarmPart
1171,粟胡麻斑病,Bipolaris setariae,颖壳,Husk,危害部位,InflictHarmPart
1172,甘薯疮痂病,Elsino? batatas,叶片,blade,危害部位,InflictHarmPart
1173,甘薯疮痂病,Elsino? batatas,叶柄,Petiole,危害部位,InflictHarmPart
1174,甘薯疮痂病,Elsino? batatas,嫩梢,Young shoots,危害部位,InflictHarmPart
1175,甘薯疮痂病,Elsino? batatas,薯块,Potato Nuggets,危害部位,InflictHarmPart
1176,甘薯黑斑病,Ceratocystis fimbriata,苗期,Seedling stage,危害部位,InflictHarmPart
1177,甘薯瘟病,Ralstonia solanacearum,苗期,Seedling stage,危害部位,InflictHarmPart
1178,甘薯瘟病,Ralstonia solanacearum,薯块,Potato Nuggets,危害部位,InflictHarmPart
1179,甘薯病毒病,Sweet potato virus,叶片,blade,危害部位,InflictHarmPart
1180,甘薯病毒病,Sweet potato virus,薯块,Potato Nuggets,危害部位,InflictHarmPart
1181,甘薯茎线虫病,Ditylenchus destructor,幼苗,seedling,危害部位,InflictHarmPart
1182,甘薯茎线虫病,Ditylenchus destructor,茎蔓,Stem,危害部位,InflictHarmPart
1183,甘薯茎线虫病,Ditylenchus destructor,薯块,Potato Nuggets,危害部位,InflictHarmPart
1184,马铃薯早疫病,Alternaria solani,叶片,blade,危害部位,InflictHarmPart
1185,马铃薯早疫病,Alternaria solani,块茎,Tuber,危害部位,InflictHarmPart
1186,马铃薯晚疫病,Phytophthora infestans,叶片,blade,危害部位,InflictHarmPart
1187,马铃薯晚疫病,Phytophthora infestans,薯块,Potato Nuggets,危害部位,InflictHarmPart
1188,马铃薯晚疫病,Phytophthora infestans,茎部,Stem,危害部位,InflictHarmPart
1189,马铃薯黑胫病,Erwinia carotovora subsp. atroseptica,薯块,Potato Nuggets,危害部位,InflictHarmPart
1190,马铃薯黑胫病,Erwinia carotovora subsp. atroseptica,幼苗,seedling,危害部位,InflictHarmPart
1191,马铃薯粉痂病,Spongospora subterranea f. sp. subterranea,块茎,Tuber,危害部位,InflictHarmPart
1192,马铃薯粉痂病,Spongospora subterranea f. sp. subterranea,根部,Root,危害部位,InflictHarmPart
1193,棉花炭疽病,Colletotrichum gossypii,苗期,Seedling stage,危害部位,InflictHarmPart
1194,棉花红腐病,Fusarium moniliforme,苗期,Seedling stage,危害部位,InflictHarmPart
1195,棉花枯萎病,Fusarium oxysporum f. sp. vasinfectum,苗期,Seedling stage,危害部位,InflictHarmPart
1196,棉花枯萎病,Fusarium oxysporum f. sp. vasinfectum,成株,Adult plant,危害部位,InflictHarmPart
1197,棉花疫病,Phytophthora boehmeriae,苗期,Seedling stage,危害部位,InflictHarmPart
1198,棉花疫病,Phytophthora boehmeriae,铃期,Bell period,危害部位,InflictHarmPart
1199,棉花茎枯病,Cotton stem blight,叶片,blade,危害部位,InflictHarmPart
1200,棉花茎枯病,Cotton stem blight,叶柄,Petiole,危害部位,InflictHarmPart
1201,棉花茎枯病,Cotton stem blight,茎杆,Stem,危害部位,InflictHarmPart
1202,棉花茎枯病,Cotton stem blight,棉铃,Cotton boll,危害部位,InflictHarmPart
1203,棉花角斑病,Xanthomonas citri pv. malvacearum,幼苗,seedling,危害部位,InflictHarmPart
1204,棉花角斑病,Xanthomonas citri pv. malvacearum,叶片,blade,危害部位,InflictHarmPart
1205,棉花角斑病,Xanthomonas citri pv. malvacearum,茎杆,Stem,危害部位,InflictHarmPart
1206,棉花角斑病,Xanthomonas citri pv. malvacearum,棉铃,Cotton boll,危害部位,InflictHarmPart
