number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
9734,向日葵花叶病毒病,Sunflower mosaic virus,花盘变形,Disk deformation,存在症状,ManifestAs
9735,向日葵花叶病毒病,Sunflower mosaic virus,顶部小叶扭曲,Twisted leaflets at top,存在症状,ManifestAs
9736,向日葵花叶病毒病,Sunflower mosaic virus,种子瘪缩,Seed shrinkage,存在症状,ManifestAs
9737,蛞蝓,Deroceras,白色黏质痕迹,White slime marks,存在症状,ManifestAs
9738,魔芋白绢病,Sclerotium rolfsii,植株凋萎,Plant wilt,存在症状,ManifestAs
9739,魔芋白绢病,Sclerotium rolfsii,淡褐色不规则斑点,Light brown irregular spots,存在症状,ManifestAs
9740,魔芋白绢病,Sclerotium rolfsii,微凹且软化,Slightly concave and softened,存在症状,ManifestAs
9741,魔芋白绢病,Sclerotium rolfsii,白绢丝状物,White silky substance,存在症状,ManifestAs
9742,魔芋软腐病,Erwinia carotovora,叶柄呈水渍状暗绿色,The petiole is water-soaked dark green,存在症状,ManifestAs
9743,魔芋软腐病,Erwinia carotovora,叶片变黄卷缩,Leaves turn yellow and curl up,存在症状,ManifestAs
9744,魔芋软腐病,Erwinia carotovora,块茎内部变软,The inside of the tuber becomes soft,存在症状,ManifestAs
9745,魔芋软腐病,Erwinia carotovora,腐烂发臭,Rotten and smelly,存在症状,ManifestAs
9746,魔芋轮纹斑病,Phytophthora colocasiae,浅褐色小斑点,Light brown spots,存在症状,ManifestAs
9747,魔芋轮纹斑病,Phytophthora colocasiae,近圆形至不规则形黄褐色斑,Nearly circular to irregular yellow-brown spots,存在症状,ManifestAs
9748,魔芋炭疽病,Colletotrichum gloeosporioides,近圆形褐色小斑,"Small, nearly circular brown spots",存在症状,ManifestAs
9749,魔芋炭疽病,Colletotrichum gloeosporioides,圆形至不定形褐色大斑,Round to irregular brown spots,存在症状,ManifestAs
9750,魔芋炭疽病,Colletotrichum gloeosporioides,中部淡褐至灰褐色,Light brown to grayish brown in the middle,存在症状,ManifestAs
9751,魔芋炭疽病,Colletotrichum gloeosporioides,边缘深褐色,Dark brown edge,存在症状,ManifestAs
9752,魔芋细菌性叶枯病,Xanthomonas campestris,黑褐色不规则形枯斑,Dark brown irregular lesions,存在症状,ManifestAs
9753,魔芋细菌性叶枯病,Xanthomonas campestris,叶片扭曲,Twisted blades,存在症状,ManifestAs
9754,魔芋细菌性叶枯病,Xanthomonas campestris,叶片大量干枯,A lot of leaves drying up,存在症状,ManifestAs
9755,魔芋细菌性叶枯病,Xanthomonas campestris,植株倒伏,Plant lodging,存在症状,ManifestAs
9756,魔芋病毒病,Dasheen mosaic virus,典型花叶或叶片缩小,Typical mosaic or leaf shrinkage,存在症状,ManifestAs
9757,魔芋病毒病,Dasheen mosaic virus,褪绿环斑或条斑,Chlorotic ring spots or streaks,存在症状,ManifestAs
9758,魔芋病毒病,Dasheen mosaic virus,羽毛状花纹,Feather pattern,存在症状,ManifestAs
9759,姜枯萎病,Fusarium oxysporum,块茎腐烂变褐,Tuber rot and browning,存在症状,ManifestAs
9760,姜枯萎病,Fusarium oxysporum,植株枯状,Plant withering,存在症状,ManifestAs
9761,姜枯萎病,Fusarium oxysporum,不呈水渍状半透明状,Not water-stained and translucent,存在症状,ManifestAs
9762,姜枯萎病,Fusarium oxysporum,心叶枯死,Heart leaf dead,存在症状,ManifestAs
9763,青花菜细菌性黑斑病,Pseudomonas syringae,淡褐色至发紫边缘的小斑,Small spots with light brown to purple edges,存在症状,ManifestAs
9764,青花菜细菌性黑斑病,Pseudomonas syringae,叶片生长变缓,Slowed leaf growth,存在症状,ManifestAs
9765,青花菜细菌性黑斑病,Pseudomonas syringae,叶面皱缩,Leaf wrinkles,存在症状,ManifestAs
9766,青花菜细菌性黑斑病,Pseudomonas syringae,油渍状斑点,Oily spots,存在症状,ManifestAs
9767,青花菜细菌性黑斑病,Pseudomonas syringae,褐色或深褐色,Brown or dark brown,存在症状,ManifestAs
9768,青花菜细菌性黑斑病,Pseudomonas syringae,不规则形或多角形,Irregular or polygonal,存在症状,ManifestAs
9769,青花菜细菌性黑斑病,Pseudomonas syringae,叶肉脱落,Leaf flesh falls off,存在症状,ManifestAs
9770,蛴螬,Holotrichia,地上部枯黄早死,The aboveground parts turn yellow and die early,存在症状,ManifestAs
9771,葱炭疽病,Colletotrichum dematium,近纺锤形不规则淡灰褐色至褐色病斑,Nearly spindle-shaped irregular light gray-brown to brown lesions,存在症状,ManifestAs
9772,葱炭疽病,Colletotrichum dematium,圆形暗绿色或黑色斑纹,Circular dark green or black markings,存在症状,ManifestAs
9773,葱叶霉病,Botrytis squamosa,叶斑初呈水渍状,Leaf spots initially appear as water stains,存在症状,ManifestAs
9774,葱叶霉病,Botrytis squamosa,暗褐色下陷,Dark brown sunken,存在症状,ManifestAs
9775,葱黑粉病,Urocystis cepulae,高时叶,Gao Shiye,存在症状,ManifestAs
9776,葱黑粉病,Urocystis cepulae,微黄1～2,Slightly yellow 1～2,存在症状,ManifestAs
9777,葱黑粉病,Urocystis cepulae,鳞茎上产生稍隆起的,Slightly raised ridges on the bulb,存在症状,ManifestAs
9778,葱黑粉病,Urocystis cepulae,变为泡,Become a bubble,存在症状,ManifestAs
9779,葱黑粉病,Urocystis cepulae,开裂后散出黑褐,"After cracking, it emits black and brown",存在症状,ManifestAs
9780,葱软腐病,Erwinia carotovora,产生半透明灰白,Produces translucent gray,存在症状,ManifestAs
9781,葱软腐病,Erwinia carotovora,斑叶鞘基部软化,Softening of the base of the leaf sheath,存在症状,ManifestAs
9782,葱软腐病,Erwinia carotovora,败外叶,Leaves,存在症状,ManifestAs
9783,葱软腐病,Erwinia carotovora,鳞片呈水浸状,Water-soaked scales,存在症状,ManifestAs
9784,葱软腐病,Erwinia carotovora,黄褐色或黑褐色带有臭味的汁液,Yellowish brown or dark brown sap with a foul odor,存在症状,ManifestAs
9785,葱黄矮病,Liberobacter asiaticum,病叶生长受抑,Diseased leaves growth is inhibited,存在症状,ManifestAs
9786,葱黄矮病,Liberobacter asiaticum,叶片扭曲变细,The leaves are twisted and thin,存在症状,ManifestAs
9787,葱黄矮病,Liberobacter asiaticum,叶面凹凸不平,Uneven leaf surface,存在症状,ManifestAs
9788,葱黄矮病,Liberobacter asiaticum,叶尖逐渐黄化,Leaf tips gradually turn yellow,存在症状,ManifestAs
9789,葱黄矮病,Liberobacter asiaticum,黄绿色斑驳或黄色长条斑,Yellow-green mottled or yellow long stripes,存在症状,ManifestAs
9790,葱黄矮病,Liberobacter asiaticum,葱管扭曲,Onion tube twist,存在症状,ManifestAs
9791,葱黄矮病,Liberobacter asiaticum,蜡质减少,Wax reduction,存在症状,ManifestAs
9792,葱黄矮病,Liberobacter asiaticum,叶下垂变黄,Leaves droop and turn yellow,存在症状,ManifestAs
9793,葱黄矮病,Liberobacter asiaticum,全株矮化或萎缩,The whole plant is dwarfed or shrunken,存在症状,ManifestAs
9794,葱黄矮病,Liberobacter asiaticum,叶片波状或扁,Leaves wavy or flat,存在症状,ManifestAs
9795,葱黄矮病,Liberobacter asiaticum,现黄绿色花斑或黄色长条斑,Yellow-green spots or yellow long stripes,存在症状,ManifestAs
9796,葱斑潜蝇,Liriomyza chinensis,呈白色圆形斑点或圆形刻点,White round spots or dots,存在症状,ManifestAs
9797,葱斑潜蝇,Liriomyza chinensis,呈细长椭圆形,Long and thin oval,存在症状,ManifestAs
9798,葱斑潜蝇,Liriomyza chinensis,叶片提前枯死,Premature leaf death,存在症状,ManifestAs
9799,葱黄寡毛跳甲,Luperomorpha suturalis,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
9800,韭菜迟眼蕈蚊,Bradysia odoriphaga,缺苗断垄,Missing seedlings and broken ridges,存在症状,ManifestAs
9801,大白菜霜霉病,Peronospora parasitica,白色霜状的霉层,White frosty mildew,存在症状,ManifestAs
9802,大白菜霜霉病,Peronospora parasitica,幼苗变黄枯死,Seedlings turn yellow and die,存在症状,ManifestAs
9803,大白菜霜霉病,Peronospora parasitica,水浸状淡黄色病斑,Water-soaked pale yellow spots,存在症状,ManifestAs
9804,大白菜霜霉病,Peronospora parasitica,白色霜霉,White downy mildew,存在症状,ManifestAs
9805,大白菜霜霉病,Peronospora parasitica,褪绿变黄的病斑,Chlorotic and yellowing spots,存在症状,ManifestAs
9806,大白菜霜霉病,Peronospora parasitica,黄色至黄褐色,Yellow to brown,存在症状,ManifestAs
9807,大白菜霜霉病,Peronospora parasitica,黄褐色枯斑,Brown spots,存在症状,ManifestAs
9808,大白菜霜霉病,Peronospora parasitica,叶片变黄干枯,Leaves turn yellow and dry,存在症状,ManifestAs
9809,大白菜霜霉病,Peronospora parasitica,花梗肥肿变曲,The pedicels are swollen and curved,存在症状,ManifestAs
9810,大白菜霜霉病,Peronospora parasitica,上生白霉,White mold,存在症状,ManifestAs
9811,大白菜霜霉病,Peronospora parasitica,结实不良,Poor firmness,存在症状,ManifestAs
9812,大白菜白斑病,Cercospora brassicicola,灰褐色细小斑点,Gray-brown tiny spots,存在症状,ManifestAs
9813,大白菜白斑病,Cercospora brassicicola,呈圆形病斑,Circular lesions,存在症状,ManifestAs
9814,大白菜白斑病,Cercospora brassicicola,淡黄绿色晕圈,Light yellow green halo,存在症状,ManifestAs
9815,大白菜白斑病,Cercospora brassicicola,淡淡的灰霉,Light gray mold,存在症状,ManifestAs
9816,大白菜白斑病,Cercospora brassicicola,病斑呈白色半透明薄纸状,"The lesions are white, translucent, and paper-like",存在症状,ManifestAs
9817,大白菜白斑病,Cercospora brassicicola,叶片干枯死亡,Leaves dry up and die,存在症状,ManifestAs
9818,大白菜炭疽病,Colletotrichum orbiculare,苍白色水浸状小斑点,Pale water-soaked spots,存在症状,ManifestAs
9819,大白菜炭疽病,Colletotrichum orbiculare,灰褐色圆斑,Gray-brown round spots,存在症状,ManifestAs
9820,大白菜炭疽病,Colletotrichum orbiculare,病斑边缘褐色稍凸起,The edge of the lesion is slightly raised and brown,存在症状,ManifestAs
9821,大白菜炭疽病,Colletotrichum orbiculare,中央极薄半透明状的灰白色病斑,"A very thin, translucent grayish-white spot in the center",存在症状,ManifestAs
9822,大白菜炭疽病,Colletotrichum orbiculare,褐色长椭圆形,Brown oblong,存在症状,ManifestAs
9823,大白菜炭疽病,Colletotrichum orbiculare,明显凹陷,Obvious depression,存在症状,ManifestAs
9824,大白菜炭疽病,Colletotrichum orbiculare,叶片早枯,Early leaf withering,存在症状,ManifestAs
9825,大白菜炭疽病,Colletotrichum orbiculare,红色黏状物,Red sticky substance,存在症状,ManifestAs
9826,大白菜褐腐病,Sclerotinia sclerotiorum,褐色或黑褐色凹陷斑,Brown or dark brown sunken spots,存在症状,ManifestAs
9827,大白菜褐腐病,Sclerotinia sclerotiorum,褐色或黄褐色蛛网状菌丝,Brown or yellowish brown spider web-like hyphae,存在症状,ManifestAs
9828,大白菜褐腐病,Sclerotinia sclerotiorum,病叶发黄脱落,Diseased leaves turn yellow and fall off,存在症状,ManifestAs
9829,大白菜黑斑病,Alternaria brassicae,斑圆形或近,Spot round or nearly,存在症状,ManifestAs
9830,大白菜黑斑病,Alternaria brassicae,有明显的同心,There is obvious concentricity,存在症状,ManifestAs
9831,大白菜黑斑病,Alternaria brassicae,围有黄色,Surrounded by yellow,存在症状,ManifestAs
9832,大白菜黑斑病,Alternaria brassicae,上生黑色霉,Black mold,存在症状,ManifestAs
9833,大白菜黑斑病,Alternaria brassicae,长棱形,Long Prism,存在症状,ManifestAs
9834,大白菜黑斑病,Alternaria brassicae,暗褐色病斑,Dark brown spots,存在症状,ManifestAs
9835,大白菜黑斑病,Alternaria brassicae,叶柄腐烂,Petiole rot,存在症状,ManifestAs
9836,大白菜黑斑病,Alternaria brassicae,病叶枯黄,Diseased leaves turn yellow,存在症状,ManifestAs
9837,大白菜假黑斑病,Pseudomonas syringae,病斑近圆形,Nearly circular lesions,存在症状,ManifestAs
9838,大白菜假黑斑病,Pseudomonas syringae,浅灰褐色,Light gray brown,存在症状,ManifestAs
9839,大白菜假黑斑病,Pseudomonas syringae,灰黑色霉层,Gray-black mold layer,存在症状,ManifestAs
9840,大白菜假黑斑病,Pseudomonas syringae,叶片干枯,Dry leaves,存在症状,ManifestAs
9841,青花菜白锈病,Albugo candida,乳白色稍隆起的小疱斑,Milky white slightly raised small blisters,存在症状,ManifestAs
9842,青花菜白锈病,Albugo candida,近圆形至不规则形,Nearly round to irregular,存在症状,ManifestAs
9843,青花菜白锈病,Albugo candida,表皮破裂,Epidermal rupture,存在症状,ManifestAs
9844,青花菜白锈病,Albugo candida,白色粉状物,White powder,存在症状,ManifestAs
9845,青花菜白锈病,Albugo candida,黄绿色边缘不明显的不规则斑,Irregular spots with yellow-green edges that are not obvious,存在症状,ManifestAs
9846,青花菜黑胫病,Phoma lingam,白色圆形或椭圆形病斑,White round or oval lesions,存在症状,ManifestAs
9847,青花菜黑胫病,Phoma lingam,茎基溃疡,Stem base canker,存在症状,ManifestAs
9848,青花菜黑胫病,Phoma lingam,黑紫色条状斑,Black purple stripes,存在症状,ManifestAs
9849,青花菜黑胫病,Phoma lingam,不规则至多角形病斑,Irregular to polygonal lesions,存在症状,ManifestAs
9850,青花菜黑胫病,Phoma lingam,中间灰白色,Middle gray,存在症状,ManifestAs
9851,玉米条纹矮缩病,Mastrevirus,节间缩短,Shortened internodes,存在症状,ManifestAs
9852,玉米条纹矮缩病,Mastrevirus,株形矮缩,Dwarfed plant,存在症状,ManifestAs
9853,玉米条纹矮缩病,Mastrevirus,褪绿条纹,Green stripes,存在症状,ManifestAs
9854,玉米条纹矮缩病,Mastrevirus,叶片稍硬,Slightly hard leaves,存在症状,ManifestAs
9855,玉米条纹矮缩病,Mastrevirus,淡黄色条纹,Light yellow stripes,存在症状,ManifestAs
9856,玉米条纹矮缩病,Mastrevirus,灰黄色或土红色坏死斑,Grayish yellow or earthy red necrotic spots,存在症状,ManifestAs
9857,玉米条纹矮缩病,Mastrevirus,褐色坏死斑,Brown necrotic spots,存在症状,ManifestAs
9858,大白菜黑胫病,Phoma lingam,淡褐色病斑,Light brown spots,存在症状,ManifestAs
9859,大白菜黑胫病,Phoma lingam,长形微凹陷的病斑,"Long, slightly depressed lesions",存在症状,ManifestAs
9860,大白菜黑胫病,Phoma lingam,幼苗枯萎死亡,Seedlings wither and die,存在症状,ManifestAs
9861,大白菜黑胫病,Phoma lingam,病斑为长条形,The lesions are long strips,存在症状,ManifestAs
9862,大白菜黑胫病,Phoma lingam,略凹陷,Slightly concave,存在症状,ManifestAs
9863,大白菜黑胫病,Phoma lingam,边缘紫色,Edge purple,存在症状,ManifestAs
9864,大白菜黑胫病,Phoma lingam,中间褐色,Middle brown,存在症状,ManifestAs
9865,大白菜黑胫病,Phoma lingam,侧根腐烂,Lateral root rot,存在症状,ManifestAs
9866,大白菜黑胫病,Phoma lingam,植株枯死,Plant death,存在症状,ManifestAs
9867,大白菜黑胫病,Phoma lingam,圆形病斑,Circular lesions,存在症状,ManifestAs
9868,大白菜黑胫病,Phoma lingam,病斑中央灰白色,The center of the lesion is grayish white,存在症状,ManifestAs
9869,大白菜黑胫病,Phoma lingam,边缘浅褐色,Edge light brown,存在症状,ManifestAs
9870,青花菜黑斑病,Alternaria brassicicola,水渍状小点,Water stains,存在症状,ManifestAs
9871,青花菜黑斑病,Alternaria brassicicola,褐色至黑色小点,Brown to black spots,存在症状,ManifestAs
9872,青花菜黑斑病,Alternaria brassicicola,灰褐色圆形病斑,Gray-brown circular spots,存在症状,ManifestAs
9873,青花菜黑斑病,Alternaria brassicicola,病斑有黑色,The lesions are black,存在症状,ManifestAs
9874,青花菜黑斑病,Alternaria brassicicola,病斑长梭形,Long spindle-shaped lesions,存在症状,ManifestAs
9875,青花菜黑斑病,Alternaria brassicicola,呈暗褐色条状凹陷,Dark brown stripe-shaped depression,存在症状,ManifestAs
9876,青花菜霜霉病,Peronospora parasitica,白色霜状霉,White downy mildew,存在症状,ManifestAs
9877,青花菜霜霉病,Peronospora parasitica,边缘不明显的黄色病斑,Yellow spots with unclear edges,存在症状,ManifestAs
9878,青花菜霜霉病,Peronospora parasitica,呈多角形或,Polygonal or,存在症状,ManifestAs
9879,青花菜霜霉病,Peronospora parasitica,不规则黄褐色至黑褐色的病斑,Irregular yellow-brown to dark brown spots,存在症状,ManifestAs
9880,青花菜霜霉病,Peronospora parasitica,黑褐色斑点,Dark brown spots,存在症状,ManifestAs
9881,青花菜霜霉病,Peronospora parasitica,散生白色霉层,Scattered white mold,存在症状,ManifestAs
9882,青花菜霜霉病,Peronospora parasitica,叶片枯黄脱落,Leaves turn yellow and fall off,存在症状,ManifestAs
9883,青花菜霜霉病,Peronospora parasitica,灰褐色斑点或斑块,Gray-brown spots or patches,存在症状,ManifestAs
9884,青花菜霜霉病,Peronospora parasitica,心髓部水渍状,Water-soaked pith,存在症状,ManifestAs
9885,青花菜霜霉病,Peronospora parasitica,白色霜霉,White downy mildew,存在症状,ManifestAs
9886,青花菜霜霉病,Peronospora parasitica,坏死斑块,Necrotic plaque,存在症状,ManifestAs
9887,青花菜灰霉病,Botrytis cinerea,呈水浸状腐烂,Waterlogged rot,存在症状,ManifestAs
9888,青花菜灰霉病,Botrytis cinerea,灰色霉层,Gray mold layer,存在症状,ManifestAs
9889,青花菜灰霉病,Botrytis cinerea,呈褐色至红褐色,Brown to reddish brown,存在症状,ManifestAs
9890,青花菜灰霉病,Botrytis cinerea,上部茎叶凋萎,Upper stems and leaves wither,存在症状,ManifestAs
9891,青花菜灰霉病,Botrytis cinerea,黑色小菌核,Small black sclerotia,存在症状,ManifestAs
9892,青花菜灰霉病,Botrytis cinerea,水浸状软腐,Water-soaked soft rot,存在症状,ManifestAs
9893,青花菜灰霉病,Botrytis cinerea,近圆形黑色菌核,Nearly round black sclerotium,存在症状,ManifestAs
9894,青花菜软腐病,Pectobacterium carotovorum,白色细菌溢脓,White bacterial pus,存在症状,ManifestAs
9895,青花菜软腐病,Pectobacterium carotovorum,黄褐色粘滑物质,Yellow-brown sticky substance,存在症状,ManifestAs
9896,青花菜软腐病,Pectobacterium carotovorum,暗绿色水渍状斑,Dark green water stains,存在症状,ManifestAs
9897,青花菜软腐病,Pectobacterium carotovorum,不规则形大斑,Irregular large spots,存在症状,ManifestAs
9898,青花菜软腐病,Pectobacterium carotovorum,恶臭气味,Foul odor,存在症状,ManifestAs
9899,玉米矮花叶病,Sorghum mosaic virus,椭圆形褪绿小点,Oval chlorotic spots,存在症状,ManifestAs
9900,玉米矮花叶病,Sorghum mosaic virus,呈虚线状,Dotted,存在症状,ManifestAs
9901,玉米矮花叶病,Sorghum mosaic virus,黄色的条纹,Yellow stripes,存在症状,ManifestAs
9902,玉米矮花叶病,Sorghum mosaic virus,花叶症状,Mosaic symptoms,存在症状,ManifestAs
9903,玉米矮花叶病,Sorghum mosaic virus,略呈圆形的绿斑,Slightly circular green spots,存在症状,ManifestAs
9904,玉米矮花叶病,Sorghum mosaic virus,叶片变黄,Yellowing of leaves,存在症状,ManifestAs
9905,玉米矮花叶病,Sorghum mosaic virus,紫或干枯,Purple or dry,存在症状,ManifestAs
9906,玉米矮花叶病,Sorghum mosaic virus,褪绿斑,Chlorotic spots,存在症状,ManifestAs
9907,玉米矮花叶病,Sorghum mosaic virus,根部不发达或萎缩,Underdeveloped or shrunken roots,存在症状,ManifestAs
9908,玉米粗缩病,Rough dwarf virus,叶片浓绿对生,Dark green leaves opposite,存在症状,ManifestAs
9909,玉米粗缩病,Rough dwarf virus,宽短硬直,"Wide, short, straight",存在症状,ManifestAs
9910,玉米粗缩病,Rough dwarf virus,心叶卷曲变小,The heart leaves curl and become smaller,存在症状,ManifestAs
9911,玉米粗缩病,Rough dwarf virus,蜡白色突起条斑,Waxy white raised streaks,存在症状,ManifestAs
9912,玉米粗缩病,Rough dwarf virus,穗小畸形,Small ear deformity,存在症状,ManifestAs
9913,玉米霜霉病,Peronosclerospora sorghi,黄白色条纹,Yellow and white stripes,存在症状,ManifestAs
9914,玉米霜霉病,Peronosclerospora sorghi,黄褐色条状枯死斑,Yellow-brown stripe dead spots,存在症状,ManifestAs
9915,玉米霜霉病,Peronosclerospora sorghi,白色至黄色条斑,White to yellow streaks,存在症状,ManifestAs
9916,玉米霜霉病,Peronosclerospora sorghi,黄绿相间的条纹,Yellow and green stripes,存在症状,ManifestAs
9917,玉米霜霉病,Peronosclerospora sorghi,叶片枯死,Leaf death,存在症状,ManifestAs
9918,玉米霜霉病,Peronosclerospora sorghi,白色霜状霉层,White frost mildew,存在症状,ManifestAs
9919,玉米眼斑病,Kabatiella zeae,小而透明的圆形至卵形水渍状病斑,"Small, transparent, round to oval, water-soaked lesions",存在症状,ManifestAs
9920,玉米眼斑病,Kabatiella zeae,中央乳白色至茶褐色,Center milky white to brown,存在症状,ManifestAs
9921,玉米眼斑病,Kabatiella zeae,褐色至紫色的环,Brown to purple ring,存在症状,ManifestAs
9922,玉米眼斑病,Kabatiella zeae,黄色晕圈的狭窄带,Narrow band of yellow halo,存在症状,ManifestAs
9923,玉米眼斑病,Kabatiella zeae,带状或片状,Strip or sheet,存在症状,ManifestAs
9924,玉米链格孢菌叶枯病,Alternaria tenuissima,水渍状小圆斑,Small round water-soaked spots,存在症状,ManifestAs
9925,玉米链格孢菌叶枯病,Alternaria tenuissima,椭圆形至近圆形的病斑,Oval to nearly circular lesions,存在症状,ManifestAs
9926,玉米链格孢菌叶枯病,Alternaria tenuissima,中央灰白色,Central off-white,存在症状,ManifestAs
9927,玉米链格孢菌叶枯病,Alternaria tenuissima,边缘红褐色,Reddish brown edge,存在症状,ManifestAs
9928,玉米链格孢菌叶枯病,Alternaria tenuissima,黑色霉层,Black mold layer,存在症状,ManifestAs
9929,玉米链格孢菌叶枯病,Alternaria tenuissima,叶片病斑满布,Leaves covered with spots,存在症状,ManifestAs
9930,玉米链格孢菌叶枯病,Alternaria tenuissima,呈撕裂状干枯坏死,Tearing dry necrosis,存在症状,ManifestAs
9931,玉米斑枯病,Ascochyta maydis,病斑椭圆形,Lesion oval,存在症状,ManifestAs
9932,玉米斑枯病,Ascochyta maydis,红褐色,Reddish brown,存在症状,ManifestAs
9933,玉米斑枯病,Ascochyta maydis,边缘浅褐色的不规则形斑,Irregular spots with light brown edges,存在症状,ManifestAs
9934,玉米斑枯病,Ascochyta maydis,叶片局部枯死,Partial leaf death,存在症状,ManifestAs
9935,玉米炭疽病,Colletotrichum graminicola,病斑梭形至近梭形,Lesions spindle-shaped to nearly spindle-shaped,存在症状,ManifestAs
9936,玉米炭疽病,Colletotrichum graminicola,中央浅褐色,Central light brown,存在症状,ManifestAs
9937,玉米炭疽病,Colletotrichum graminicola,四周深褐色,Dark brown all around,存在症状,ManifestAs
9938,玉米炭疽病,Colletotrichum graminicola,病部生有黑,The diseased part has black spots,存在症状,ManifestAs
9939,玉米炭疽病,Colletotrichum graminicola,融合致叶片,Fusion Blade,存在症状,ManifestAs
9940,玉米叶鞘紫斑病,Cercospora zeae-maydis,绿豆大小的黑褐色斑块,Dark brown spots the size of green beans,存在症状,ManifestAs
9941,玉米叶鞘紫斑病,Cercospora zeae-maydis,不规则或近圆形紫斑,Irregular or nearly circular purple spots,存在症状,ManifestAs
9942,玉米立枯丝核菌根腐病,Rhizoctonia solani,黄褐色云纹状斑,Brown moire pattern,存在症状,ManifestAs
9943,玉米平脐蠕孢茎基腐病,Bipolaris maydis,织呈黄褐色干腐状,The fabric is yellow-brown and dry,存在症状,ManifestAs
9944,玉米假黑粉病,Ustilago maydis,近椭圆形的墨绿色的菌瘤,Nearly oval dark green mycelium,存在症状,ManifestAs
9945,玉米赤霉病,Fusarium verticillioides,粉红色至灰白色菌丝,Pink to grayish white mycelium,存在症状,ManifestAs
9946,玉米赤霉病,Fusarium verticillioides,叶片变黄,Yellowing of leaves,存在症状,ManifestAs
9947,玉米赤霉病,Fusarium verticillioides,茎腐,Stem rot,存在症状,ManifestAs
9948,玉米赤霉病,Fusarium verticillioides,茎秆局部褐色,Partially brown stems,存在症状,ManifestAs
9949,玉米赤霉病,Fusarium verticillioides,髓部变成紫红色,The pith turns purple,存在症状,ManifestAs
9950,玉米赤霉病,Fusarium verticillioides,橙色点状粘分生,Orange dot sticky,存在症状,ManifestAs
9951,玉米种子霉烂,Fusarium verticillioides,茎组织软腐,Soft rot of stem tissue,存在症状,ManifestAs
9952,玉米种子霉烂,Fusarium verticillioides,病部色暗,Dark color of diseased part,存在症状,ManifestAs
9953,玉米种子霉烂,Fusarium verticillioides,侧根呈水浸状,Lateral roots are waterlogged,存在症状,ManifestAs
9954,玉米种子霉烂,Fusarium verticillioides,植株萎蔫或枯死,Plants wilt or die,存在症状,ManifestAs
9955,玉米全蚀病,Gaeumannomyces graminis,栗褐色椭圆形病斑,Chestnut brown oval lesions,存在症状,ManifestAs
9956,玉米全蚀病,Gaeumannomyces graminis,皮层坏死腐烂,Cortical necrosis and decay,存在症状,ManifestAs
9957,玉米全蚀病,Gaeumannomyces graminis,根皮变黑色,Root bark turns black,存在症状,ManifestAs
9958,玉米全蚀病,Gaeumannomyces graminis,发亮条斑,Shiny stripes,存在症状,ManifestAs
9959,玉米全蚀病,Gaeumannomyces graminis,早衰倒伏,Premature senility,存在症状,ManifestAs
9960,玉米全蚀病,Gaeumannomyces graminis,相对苗黄苗弱,Relatively yellow and weak seedlings,存在症状,ManifestAs
9961,玉米黑束病,Phialophora maydis,叶片中脉变红,Red midrib of leaves,存在症状,ManifestAs
9962,玉米黑束病,Phialophora maydis,淡紫色或紫红色不规则条斑,Irregular lavender or purple stripes,存在症状,ManifestAs
9963,玉米黑束病,Phialophora maydis,紫红色或紫褐色,Purple or purple brown,存在症状,ManifestAs
9964,玉米黑束病,Phialophora maydis,黄白色或,Yellowish white or,存在症状,ManifestAs
9965,玉米黑束病,Phialophora maydis,紫褐色干枯,Purple brown dry,存在症状,ManifestAs
9966,玉米黑束病,Phialophora maydis,黑褐色或黑色坏死,Dark brown or black necrosis,存在症状,ManifestAs
9967,玉米黑束病,Phialophora maydis,呈黑褐色坏死,Dark brown necrosis,存在症状,ManifestAs
9968,玉米细菌性条纹病,Xanthomonas vasicola,褐色至暗褐色条斑或叶斑,Brown to dark brown streaks or leaf spots,存在症状,ManifestAs
9969,玉米细菌性条纹病,Xanthomonas vasicola,病斑呈长条状,The lesions are long strips,存在症状,ManifestAs
9970,玉米细菌性条纹病,Xanthomonas vasicola,叶片呈暗褐色,Dark brown leaves,存在症状,ManifestAs
9971,玉米细菌性条纹病,Xanthomonas vasicola,干枯脱落,Dry and fall off,存在症状,ManifestAs
9972,玉米细菌性条纹病,Xanthomonas vasicola,褐色皮状物,Brown leather,存在症状,ManifestAs
9973,玉米细菌性茎腐病,Erwinia chrysanthemi,发生水渍状,Water stains occur,存在症状,ManifestAs
9974,玉米细菌性茎腐病,Erwinia chrysanthemi,化变褐,Browning,存在症状,ManifestAs
9975,玉米细菌性茎腐病,Erwinia chrysanthemi,烂有酸,Rotten and sour,存在症状,ManifestAs
9976,玉米细菌性茎腐病,Erwinia chrysanthemi,味腐烂处,Smell of rot,存在症状,ManifestAs
9977,玉米细菌性茎腐病,Erwinia chrysanthemi,陷茎秆倒折,Stem stalk broken,存在症状,ManifestAs
9978,玉米细菌性茎腐病,Erwinia chrysanthemi,病斑形状不规则,Irregular lesion shape,存在症状,ManifestAs
9979,玉米细菌性茎腐病,Erwinia chrysanthemi,边缘红褐色,Reddish brown edge,存在症状,ManifestAs
9980,玉米细菌性茎腐病,Erwinia chrysanthemi,呈水渍状,Water-stained,存在症状,ManifestAs
9981,玉米细菌性茎腐病,Erwinia chrysanthemi,植株腐烂而倒折,Plants rot and fall over,存在症状,ManifestAs
