number,Chinese entity name,entity binomial scientific name,Chinese region,English region,Chinese relation,English relation
956,芝麻天蛾,Acherontia styx,陕西,Shaanxi,主要发生地,RegionIs
957,芝麻天蛾,Acherontia styx,浙江,Zhejiang,主要发生地,RegionIs
958,芝麻天蛾,Acherontia styx,江西,Jiangxi,主要发生地,RegionIs
959,芝麻天蛾,Acherontia styx,湖北,Hubei,主要发生地,RegionIs
960,芝麻天蛾,Acherontia styx,广东,Guangdong,主要发生地,RegionIs
961,芝麻天蛾,Acherontia styx,广西,Guangxi,主要发生地,RegionIs
962,芝麻天蛾,Acherontia styx,云南,Yunnan,主要发生地,RegionIs
963,烟青虫,Helicoverpa assulta,河北,Hebei,主要发生地,RegionIs
964,花生茎腐病,Aspergillus niger,江苏,Jiangsu,主要发生地,RegionIs
965,花生茎腐病,Aspergillus niger,河南,Henan,主要发生地,RegionIs
966,花生茎腐病,Aspergillus niger,河北,Hebei,主要发生地,RegionIs
967,花生茎腐病,Aspergillus niger,陕西,Shaanxi,主要发生地,RegionIs
968,花生茎腐病,Aspergillus niger,辽宁,Liaoning,主要发生地,RegionIs
969,花生茎腐病,Aspergillus niger,安徽,Anhui,主要发生地,RegionIs
970,花生茎腐病,Aspergillus niger,海南,Hainan,主要发生地,RegionIs
971,花生茎腐病,Aspergillus niger,广东,Guangdong,主要发生地,RegionIs
972,花生青枯病,Ralstonia solanacearum,广东,Guangdong,主要发生地,RegionIs
973,花生青枯病,Ralstonia solanacearum,广西,Guangxi,主要发生地,RegionIs
974,花生青枯病,Ralstonia solanacearum,福建,Fujian,主要发生地,RegionIs
975,花生青枯病,Ralstonia solanacearum,江西,Jiangxi,主要发生地,RegionIs
976,花生青枯病,Ralstonia solanacearum,湖南,Hunan,主要发生地,RegionIs
977,花生青枯病,Ralstonia solanacearum,湖北,Hubei,主要发生地,RegionIs
978,花生青枯病,Ralstonia solanacearum,江苏,Jiangsu,主要发生地,RegionIs
979,花生青枯病,Ralstonia solanacearum,安徽,Anhui,主要发生地,RegionIs
980,花生青枯病,Ralstonia solanacearum,辽宁,Liaoning,主要发生地,RegionIs
981,花生青枯病,Ralstonia solanacearum,河北,Hebei,主要发生地,RegionIs
982,花生普通花叶病,Peanut mosaic virus,河南,Henan,主要发生地,RegionIs
983,花生普通花叶病,Peanut mosaic virus,河北,Hebei,主要发生地,RegionIs
984,花生普通花叶病,Peanut mosaic virus,辽宁,Liaoning,主要发生地,RegionIs
985,花生普通花叶病,Peanut mosaic virus,山东,Shandong,主要发生地,RegionIs
986,油葫芦,Teleogryllus emma,安徽,Anhui,主要发生地,RegionIs
987,油葫芦,Teleogryllus emma,江苏,Jiangsu,主要发生地,RegionIs
988,油葫芦,Teleogryllus emma,浙江,Zhejiang,主要发生地,RegionIs
989,油葫芦,Teleogryllus emma,江西,Jiangxi,主要发生地,RegionIs
990,油葫芦,Teleogryllus emma,福建,Fujian,主要发生地,RegionIs
991,油葫芦,Teleogryllus emma,河北,Hebei,主要发生地,RegionIs
992,油葫芦,Teleogryllus emma,山东,Shandong,主要发生地,RegionIs
993,油葫芦,Teleogryllus emma,山西,Shanxi,主要发生地,RegionIs
994,油葫芦,Teleogryllus emma,广东,Guangdong,主要发生地,RegionIs
995,油葫芦,Teleogryllus emma,广西,Guangxi,主要发生地,RegionIs
996,油葫芦,Teleogryllus emma,贵州,Guizhou,主要发生地,RegionIs
997,油葫芦,Teleogryllus emma,云南,Yunnan,主要发生地,RegionIs
998,油葫芦,Teleogryllus emma,西藏,Tibet,主要发生地,RegionIs
999,油葫芦,Teleogryllus emma,海南,Hainan,主要发生地,RegionIs
1000,油菜黑胫病,Leptosphaeria biglobosa,浙江,Zhejiang,主要发生地,RegionIs
1001,油菜黑胫病,Leptosphaeria biglobosa,安徽,Anhui,主要发生地,RegionIs
1002,油菜黑胫病,Leptosphaeria biglobosa,江西,Jiangxi,主要发生地,RegionIs
1003,油菜黑胫病,Leptosphaeria biglobosa,湖北,Hubei,主要发生地,RegionIs
1004,油菜黑胫病,Leptosphaeria biglobosa,湖南,Hunan,主要发生地,RegionIs
1005,油菜黑胫病,Leptosphaeria biglobosa,四川,Sichuan,主要发生地,RegionIs
1006,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,湖北,Hubei,主要发生地,RegionIs
1007,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,湖南,Hunan,主要发生地,RegionIs
1008,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,云南,Yunnan,主要发生地,RegionIs
1009,油菜细菌性黑斑病,Pseudomonas syringae pv. maculicola,广东,Guangdong,主要发生地,RegionIs
1010,黑缝油菜叶甲,Entomoscelis suturalis,河北,Hebei,主要发生地,RegionIs
1011,黑缝油菜叶甲,Entomoscelis suturalis,山西,Shanxi,主要发生地,RegionIs
1012,黑缝油菜叶甲,Entomoscelis suturalis,陕西,Shaanxi,主要发生地,RegionIs
1013,黑缝油菜叶甲,Entomoscelis suturalis,甘肃,Gansu,主要发生地,RegionIs
1014,黑缝油菜叶甲,Entomoscelis suturalis,山东,Shandong,主要发生地,RegionIs
1015,黑缝油菜叶甲,Entomoscelis suturalis,江苏,Jiangsu,主要发生地,RegionIs
1016,芝麻疫病,Phytophthora nicotianae var. parasitica,江西,Jiangxi,主要发生地,RegionIs
1017,芝麻疫病,Phytophthora nicotianae var. parasitica,河南,Henan,主要发生地,RegionIs
1018,芝麻疫病,Phytophthora nicotianae var. parasitica,山东,Shandong,主要发生地,RegionIs
1019,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,河南,Henan,主要发生地,RegionIs
1020,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,湖北,Hubei,主要发生地,RegionIs
1021,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,江西,Jiangxi,主要发生地,RegionIs
1022,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,河北,Hebei,主要发生地,RegionIs
1023,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,山西,Shanxi,主要发生地,RegionIs
1024,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,陕西,Shaanxi,主要发生地,RegionIs
1025,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,新疆,Xinjiang,主要发生地,RegionIs
1026,芝麻枯萎病,Fusarium oxysporum f. sp. sesami,吉林,Jilin,主要发生地,RegionIs
1027,芝麻白粉病,Erysiphe cichoracearum,吉林,Jilin,主要发生地,RegionIs
1028,芝麻白粉病,Erysiphe cichoracearum,山东,Shandong,主要发生地,RegionIs
1029,芝麻白粉病,Erysiphe cichoracearum,河南,Henan,主要发生地,RegionIs
1030,芝麻白粉病,Erysiphe cichoracearum,山西,Shanxi,主要发生地,RegionIs
1031,芝麻白粉病,Erysiphe cichoracearum,陕西,Shaanxi,主要发生地,RegionIs
1032,芝麻白粉病,Erysiphe cichoracearum,湖北,Hubei,主要发生地,RegionIs
1033,芝麻白粉病,Erysiphe cichoracearum,湖南,Hunan,主要发生地,RegionIs
1034,芝麻白粉病,Erysiphe cichoracearum,江苏,Jiangsu,主要发生地,RegionIs
1035,芝麻白粉病,Erysiphe cichoracearum,江西,Jiangxi,主要发生地,RegionIs
1036,芝麻白粉病,Erysiphe cichoracearum,云南,Yunnan,主要发生地,RegionIs
1037,芝麻白粉病,Erysiphe cichoracearum,广东,Guangdong,主要发生地,RegionIs
1038,芝麻黑斑病,Alternaria sesami,河北,Hebei,主要发生地,RegionIs
1039,芝麻黑斑病,Alternaria sesami,吉林,Jilin,主要发生地,RegionIs
1040,芝麻黑斑病,Alternaria sesami,辽宁,Liaoning,主要发生地,RegionIs
1041,芝麻褐斑病,Cercospora sesami,吉林,Jilin,主要发生地,RegionIs
1042,芝麻褐斑病,Cercospora sesami,河南,Henan,主要发生地,RegionIs
1043,芝麻褐斑病,Cercospora sesami,四川,Sichuan,主要发生地,RegionIs
1044,芝麻青枯病,Ralstonia solanacearum,江西,Jiangxi,主要发生地,RegionIs
1045,芝麻青枯病,Ralstonia solanacearum,广西,Guangxi,主要发生地,RegionIs
1046,芝麻青枯病,Ralstonia solanacearum,四川,Sichuan,主要发生地,RegionIs
1047,向日葵叶枯病,Alternaria helianthi,山东,Shandong,主要发生地,RegionIs
1048,向日葵叶枯病,Alternaria helianthi,湖北,Hubei,主要发生地,RegionIs
1049,向日葵黑斑病,Alternaria alternata f. sp. helianthi,辽宁,Liaoning,主要发生地,RegionIs
1050,蓖麻灰斑病,Cercospora ricinella,吉林,Jilin,主要发生地,RegionIs
1051,蓖麻灰斑病,Cercospora ricinella,辽宁,Liaoning,主要发生地,RegionIs
1052,蓖麻灰斑病,Cercospora ricinella,河北,Hebei,主要发生地,RegionIs
1053,蓖麻灰斑病,Cercospora ricinella,河南,Henan,主要发生地,RegionIs
1054,蓖麻灰斑病,Cercospora ricinella,安徽,Anhui,主要发生地,RegionIs
1055,蓖麻灰斑病,Cercospora ricinella,江苏,Jiangsu,主要发生地,RegionIs
1056,蓖麻灰斑病,Cercospora ricinella,四川,Sichuan,主要发生地,RegionIs
1057,蓖麻灰斑病,Cercospora ricinella,云南,Yunnan,主要发生地,RegionIs
1058,蓖麻灰斑病,Cercospora ricinella,广西,Guangxi,主要发生地,RegionIs
1059,蓖麻灰斑病,Cercospora ricinella,广东,Guangdong,主要发生地,RegionIs
1060,蓖麻灰斑病,Cercospora ricinella,福建,Fujian,主要发生地,RegionIs
1061,蓖麻灰斑病,Cercospora ricinella,台湾,Taiwan,主要发生地,RegionIs
1062,蓖麻黑斑病,Alternaria ricini,黑龙江,Heilongjiang,主要发生地,RegionIs
1063,蓖麻黑斑病,Alternaria ricini,吉林,Jilin,主要发生地,RegionIs
1064,蓖麻黑斑病,Alternaria ricini,辽宁,Liaoning,主要发生地,RegionIs
1065,蓖麻黑斑病,Alternaria ricini,河北,Hebei,主要发生地,RegionIs
1066,蓖麻黑斑病,Alternaria ricini,河南,Henan,主要发生地,RegionIs
1067,蓖麻黑斑病,Alternaria ricini,山东,Shandong,主要发生地,RegionIs
1068,蓖麻黑斑病,Alternaria ricini,山西,Shanxi,主要发生地,RegionIs
1069,蓖麻黑斑病,Alternaria ricini,甘肃,Gansu,主要发生地,RegionIs
1070,蓖麻黑斑病,Alternaria ricini,四川,Sichuan,主要发生地,RegionIs
1071,蓖麻黑斑病,Alternaria ricini,湖北,Hubei,主要发生地,RegionIs
1072,蓖麻黑斑病,Alternaria ricini,广西,Guangxi,主要发生地,RegionIs
1073,蓖麻黑斑病,Alternaria ricini,台湾,Taiwan,主要发生地,RegionIs
1074,蓖麻枯萎病,Fusarium oxysporum f. sp. ricini,陕西,Shaanxi,主要发生地,RegionIs
1075,蓖麻枯萎病,Fusarium oxysporum f. sp. ricini,广西,Guangxi,主要发生地,RegionIs
1076,甘蔗凤梨病,Ceratocystis paradoxa,广东,Guangdong,主要发生地,RegionIs
1077,甘蔗凤梨病,Ceratocystis paradoxa,广西,Guangxi,主要发生地,RegionIs
1078,甘蔗凤梨病,Ceratocystis paradoxa,云南,Yunnan,主要发生地,RegionIs
1079,甘蔗凤梨病,Ceratocystis paradoxa,四川,Sichuan,主要发生地,RegionIs
1080,甘蔗凤梨病,Ceratocystis paradoxa,福建,Fujian,主要发生地,RegionIs
1081,甘蔗凤梨病,Ceratocystis paradoxa,江西,Jiangxi,主要发生地,RegionIs
1082,甘蔗凤梨病,Ceratocystis paradoxa,台湾,Taiwan,主要发生地,RegionIs
1083,甘蔗黄斑病,Mycovellosiella koepkei,广东,Guangdong,主要发生地,RegionIs
1084,甘蔗黄斑病,Mycovellosiella koepkei,广西,Guangxi,主要发生地,RegionIs
1085,甘蔗黄斑病,Mycovellosiella koepkei,四川,Sichuan,主要发生地,RegionIs
1086,甘蔗黄斑病,Mycovellosiella koepkei,云南,Yunnan,主要发生地,RegionIs
1087,甘蔗黄斑病,Mycovellosiella koepkei,福建,Fujian,主要发生地,RegionIs
1088,甘蔗黄斑病,Mycovellosiella koepkei,浙江,Zhejiang,主要发生地,RegionIs
1089,甘蔗黄斑病,Mycovellosiella koepkei,江西,Jiangxi,主要发生地,RegionIs
1090,甘蔗黄斑病,Mycovellosiella koepkei,台湾,Taiwan,主要发生地,RegionIs
1091,甘蔗眼斑病,Helminthosporium sacchari,江西,Jiangxi,主要发生地,RegionIs
1092,甘蔗眼斑病,Helminthosporium sacchari,湖南,Hunan,主要发生地,RegionIs
1093,甘蔗眼斑病,Helminthosporium sacchari,福建,Fujian,主要发生地,RegionIs
1094,甘蔗眼斑病,Helminthosporium sacchari,台湾,Taiwan,主要发生地,RegionIs
1095,甘蔗眼斑病,Helminthosporium sacchari,广东,Guangdong,主要发生地,RegionIs
1096,甘蔗眼斑病,Helminthosporium sacchari,广西,Guangxi,主要发生地,RegionIs
1097,甘蔗眼斑病,Helminthosporium sacchari,云南,Yunnan,主要发生地,RegionIs
1098,甘蔗眼斑病,Helminthosporium sacchari,四川,Sichuan,主要发生地,RegionIs
1099,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,广西,Guangxi,主要发生地,RegionIs
1100,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,福建,Fujian,主要发生地,RegionIs
1101,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,台湾,Taiwan,主要发生地,RegionIs
1102,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,云南,Yunnan,主要发生地,RegionIs
1103,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,四川,Sichuan,主要发生地,RegionIs
1104,甘蔗梢腐病,Fusarium moniliforme var. subglutinans,江西,Jiangxi,主要发生地,RegionIs
1105,甘蔗花叶病,Sugarcane mosaic virus,广东,Guangdong,主要发生地,RegionIs
1106,甘蔗褪绿条纹病,Sugarcane chlorotic streak virus,广西,Guangxi,主要发生地,RegionIs
1107,甘蔗褪绿条纹病,Sugarcane chlorotic streak virus,云南,Yunnan,主要发生地,RegionIs
1108,甘蔗长蝽,Cavelerius saccharivorus,福建,Fujian,主要发生地,RegionIs
1109,甘蔗长蝽,Cavelerius saccharivorus,江西,Jiangxi,主要发生地,RegionIs
1110,甘蔗长蝽,Cavelerius saccharivorus,台湾,Taiwan,主要发生地,RegionIs
1111,甘蔗长蝽,Cavelerius saccharivorus,广东,Guangdong,主要发生地,RegionIs
1112,甘蔗长蝽,Cavelerius saccharivorus,广西,Guangxi,主要发生地,RegionIs
1113,甘蔗扁角飞虱,Perkinsiella saccharicida,台湾,Taiwan,主要发生地,RegionIs
1114,甘蔗扁角飞虱,Perkinsiella saccharicida,云南,Yunnan,主要发生地,RegionIs
1115,甘蔗扁角飞虱,Perkinsiella saccharicida,贵州,Guizhou,主要发生地,RegionIs
1116,食根缘齿天牛,Dorysthenes granulosus,广东,Guangdong,主要发生地,RegionIs
1117,食根缘齿天牛,Dorysthenes granulosus,广西,Guangxi,主要发生地,RegionIs
1118,食根缘齿天牛,Dorysthenes granulosus,云南,Yunnan,主要发生地,RegionIs
1119,甘蔗灰粉蚧,Dysmicoccus boninsis,福建,Fujian,主要发生地,RegionIs
1120,甘蔗灰粉蚧,Dysmicoccus boninsis,四川,Sichuan,主要发生地,RegionIs
1121,棉双斜卷蛾,Clepsis (Siclobola) strigana,华北,North China,主要发生地,RegionIs
1122,棉双斜卷蛾,Clepsis (Siclobola) strigana,华东,East China,主要发生地,RegionIs
1123,棉双斜卷蛾,Clepsis (Siclobola) strigana,中南,Central South,主要发生地,RegionIs
1124,焦条丽夜蛾,Xanthodes graellsi,山东,Shandong,主要发生地,RegionIs
1125,焦条丽夜蛾,Xanthodes graellsi,河北,Hebei,主要发生地,RegionIs
1126,焦条丽夜蛾,Xanthodes graellsi,陕西,Shaanxi,主要发生地,RegionIs
1127,焦条丽夜蛾,Xanthodes graellsi,台湾,Taiwan,主要发生地,RegionIs
1128,焦条丽夜蛾,Xanthodes graellsi,广东,Guangdong,主要发生地,RegionIs
1129,焦条丽夜蛾,Xanthodes graellsi,广西,Guangxi,主要发生地,RegionIs
1130,焦条丽夜蛾,Xanthodes graellsi,云南,Yunnan,主要发生地,RegionIs
1131,焦条丽夜蛾,Xanthodes graellsi,西藏,Tibet,主要发生地,RegionIs
1132,棉红蝽,Dysdercus cingulatus,湖北,Hubei,主要发生地,RegionIs
1133,棉红蝽,Dysdercus cingulatus,福建,Fujian,主要发生地,RegionIs
1134,棉红蝽,Dysdercus cingulatus,广东,Guangdong,主要发生地,RegionIs
1135,棉红蝽,Dysdercus cingulatus,广西,Guangxi,主要发生地,RegionIs
1136,棉红蝽,Dysdercus cingulatus,云南,Yunnan,主要发生地,RegionIs
1137,棉红蝽,Dysdercus cingulatus,四川,Sichuan,主要发生地,RegionIs
1138,棉红蝽,Dysdercus cingulatus,海南,Hainan,主要发生地,RegionIs
1139,棉红蝽,Dysdercus cingulatus,台湾,Taiwan,主要发生地,RegionIs
1140,棉小卵象,Calomycterus obconicus,陕西,Shaanxi,主要发生地,RegionIs
1141,棉小卵象,Calomycterus obconicus,河北,Hebei,主要发生地,RegionIs
1142,棉小卵象,Calomycterus obconicus,江苏,Jiangsu,主要发生地,RegionIs
1143,棉小卵象,Calomycterus obconicus,浙江,Zhejiang,主要发生地,RegionIs
1144,棉小卵象,Calomycterus obconicus,四川,Sichuan,主要发生地,RegionIs
1145,棉小卵象,Calomycterus obconicus,广东,Guangdong,主要发生地,RegionIs
1146,棉小卵象,Calomycterus obconicus,福建,Fujian,主要发生地,RegionIs
1147,棉尖象,Phytoscaphus gossypii,河北,Hebei,主要发生地,RegionIs
1148,棉尖象,Phytoscaphus gossypii,山西,Shanxi,主要发生地,RegionIs
1149,棉尖象,Phytoscaphus gossypii,陕西,Shaanxi,主要发生地,RegionIs
1150,棉尖象,Phytoscaphus gossypii,河南,Henan,主要发生地,RegionIs
1151,棉尖象,Phytoscaphus gossypii,山东,Shandong,主要发生地,RegionIs
1152,棉尖象,Phytoscaphus gossypii,江苏,Jiangsu,主要发生地,RegionIs
1153,棉尖象,Phytoscaphus gossypii,安徽,Anhui,主要发生地,RegionIs
1154,棉四点叶甲,Monolepta signata,福建,Fujian,主要发生地,RegionIs
1155,棉四点叶甲,Monolepta signata,云南,Yunnan,主要发生地,RegionIs
1156,棉四点叶甲,Monolepta signata,广西,Guangxi,主要发生地,RegionIs
1157,棉四点叶甲,Monolepta signata,广东,Guangdong,主要发生地,RegionIs
1158,棉四点叶甲,Monolepta signata,四川,Sichuan,主要发生地,RegionIs
1159,棉四点叶甲,Monolepta signata,西藏,Tibet,主要发生地,RegionIs
1160,黄肩绿蝽,Nezara viridula f. aurantiaca,河北,Hebei,主要发生地,RegionIs
1161,黄肩绿蝽,Nezara viridula f. aurantiaca,安徽,Anhui,主要发生地,RegionIs
1162,黄肩绿蝽,Nezara viridula f. aurantiaca,江西,Jiangxi,主要发生地,RegionIs
1163,黄肩绿蝽,Nezara viridula f. aurantiaca,湖北,Hubei,主要发生地,RegionIs
1164,黄肩绿蝽,Nezara viridula f. aurantiaca,湖南,Hunan,主要发生地,RegionIs
1165,黄肩绿蝽,Nezara viridula f. aurantiaca,四川,Sichuan,主要发生地,RegionIs
1166,黄肩绿蝽,Nezara viridula f. aurantiaca,福建,Fujian,主要发生地,RegionIs
1167,黄肩绿蝽,Nezara viridula f. aurantiaca,贵州,Guizhou,主要发生地,RegionIs
1168,黄肩绿蝽,Nezara viridula f. aurantiaca,云南,Yunnan,主要发生地,RegionIs
1169,油葫芦,Teleogryllus emma,东北,Northeast,主要发生地,RegionIs
1170,油葫芦,Teleogryllus emma,河南,Henan,主要发生地,RegionIs
1171,油葫芦,Teleogryllus emma,四川,Sichuan,主要发生地,RegionIs
1172,油葫芦,Teleogryllus emma,湖南,Hunan,主要发生地,RegionIs
1173,油葫芦,Teleogryllus emma,台湾,Taiwan,主要发生地,RegionIs
1174,亚麻斑点病,Septoria linicola,吉林,Jilin,主要发生地,RegionIs
1175,亚麻斑点病,Septoria linicola,山西,Shanxi,主要发生地,RegionIs
1176,亚麻斑点病,Septoria linicola,河北,Hebei,主要发生地,RegionIs
1177,大麻霜霉病,Peronospora cannabina,华北,North China,主要发生地,RegionIs
1178,大麻霜霉病,Peronospora cannabina,东北,Northeast,主要发生地,RegionIs
1179,大麻霜霉病,Peronospora cannabina,云南,Yunnan,主要发生地,RegionIs
1180,大麻白星病,Cannabis white spot disease,吉林,Jilin,主要发生地,RegionIs
1181,大麻白星病,Cannabis white spot disease,辽宁,Liaoning,主要发生地,RegionIs
1182,大麻白星病,Cannabis white spot disease,新疆,Xinjiang,主要发生地,RegionIs
1183,大麻白星病,Cannabis white spot disease,河北,Hebei,主要发生地,RegionIs
1184,大麻白星病,Cannabis white spot disease,山东,Shandong,主要发生地,RegionIs
1185,大麻白星病,Cannabis white spot disease,甘肃,Gansu,主要发生地,RegionIs
1186,大麻白星病,Cannabis white spot disease,贵州,Guizhou,主要发生地,RegionIs
1187,大麻白星病,Cannabis white spot disease,台湾,Taiwan,主要发生地,RegionIs
1188,苎麻角斑病,Cercospora boehmeriae,四川,Sichuan,主要发生地,RegionIs
1189,苎麻角斑病,Cercospora boehmeriae,广东,Guangdong,主要发生地,RegionIs
1190,苎麻角斑病,Cercospora boehmeriae,广西,Guangxi,主要发生地,RegionIs
1191,苎麻角斑病,Cercospora boehmeriae,台湾,Taiwan,主要发生地,RegionIs
1192,大豆锈病,Phakopsora pachyrhizi,湖北,Hubei,主要发生地,RegionIs
1193,大豆锈病,Phakopsora pachyrhizi,江西,Jiangxi,主要发生地,RegionIs
1194,大豆锈病,Phakopsora pachyrhizi,云南,Yunnan,主要发生地,RegionIs
1195,大豆锈病,Phakopsora pachyrhizi,安徽,Anhui,主要发生地,RegionIs
1196,大豆锈病,Phakopsora pachyrhizi,江苏,Jiangsu,主要发生地,RegionIs
1197,大豆锈病,Phakopsora pachyrhizi,福建,Fujian,主要发生地,RegionIs
1198,大豆锈病,Phakopsora pachyrhizi,台湾,Taiwan,主要发生地,RegionIs
1199,大豆锈病,Phakopsora pachyrhizi,海南,Hainan,主要发生地,RegionIs
1200,大豆锈病,Phakopsora pachyrhizi,广西,Guangxi,主要发生地,RegionIs
1201,大豆褐斑病,Septoria glycines,东北,Northeast,主要发生地,RegionIs
1202,大豆褐斑病,Septoria glycines,四川,Sichuan,主要发生地,RegionIs
1203,大豆褐斑病,Septoria glycines,河南,Henan,主要发生地,RegionIs
1204,大豆褐斑病,Septoria glycines,山东,Shandong,主要发生地,RegionIs
1205,大豆褐斑病,Septoria glycines,江苏,Jiangsu,主要发生地,RegionIs
1206,大豆黑点病,Diaporthe phaseolorum,东北,Northeast,主要发生地,RegionIs
1207,大豆黑点病,Diaporthe phaseolorum,河南,Henan,主要发生地,RegionIs
1208,大豆黑点病,Diaporthe phaseolorum,山东,Shandong,主要发生地,RegionIs
1209,大豆黑点病,Diaporthe phaseolorum,江苏,Jiangsu,主要发生地,RegionIs
1210,大豆黑点病,Diaporthe phaseolorum,湖北,Hubei,主要发生地,RegionIs
1211,大豆黑点病,Diaporthe phaseolorum,四川,Sichuan,主要发生地,RegionIs
1212,大豆黑点病,Diaporthe phaseolorum,云南,Yunnan,主要发生地,RegionIs
1213,大豆叶斑病,Cercospora sojina,四川,Sichuan,主要发生地,RegionIs
1214,大豆叶斑病,Cercospora sojina,河南,Henan,主要发生地,RegionIs
1215,大豆叶斑病,Cercospora sojina,山东,Shandong,主要发生地,RegionIs
1216,大豆叶斑病,Cercospora sojina,江苏,Jiangsu,主要发生地,RegionIs
1217,大豆褐纹病,Phyllosticta sojaecola,吉林,Jilin,主要发生地,RegionIs
1218,大豆褐纹病,Phyllosticta sojaecola,辽宁,Liaoning,主要发生地,RegionIs
1219,大豆褐纹病,Phyllosticta sojaecola,山东,Shandong,主要发生地,RegionIs
1220,大豆褐纹病,Phyllosticta sojaecola,四川,Sichuan,主要发生地,RegionIs
1221,大豆褐纹病,Phyllosticta sojaecola,河南,Henan,主要发生地,RegionIs
1222,大豆褐纹病,Phyllosticta sojaecola,江苏,Jiangsu,主要发生地,RegionIs
1223,豆秆黑潜蝇,Melanagromyza sojae,河南,Henan,主要发生地,RegionIs
1224,豆秆黑潜蝇,Melanagromyza sojae,江苏,Jiangsu,主要发生地,RegionIs
1225,豆秆黑潜蝇,Melanagromyza sojae,安徽,Anhui,主要发生地,RegionIs
1226,豆秆黑潜蝇,Melanagromyza sojae,浙江,Zhejiang,主要发生地,RegionIs
1227,豆秆黑潜蝇,Melanagromyza sojae,江西,Jiangxi,主要发生地,RegionIs
1228,豆秆黑潜蝇,Melanagromyza sojae,湖南,Hunan,主要发生地,RegionIs
1229,豆秆黑潜蝇,Melanagromyza sojae,贵州,Guizhou,主要发生地,RegionIs
1230,豆秆黑潜蝇,Melanagromyza sojae,甘肃,Gansu,主要发生地,RegionIs
1231,豆秆黑潜蝇,Melanagromyza sojae,广西,Guangxi,主要发生地,RegionIs
1232,豆秆黑潜蝇,Melanagromyza sojae,云南,Yunnan,主要发生地,RegionIs
1233,豆秆黑潜蝇,Melanagromyza sojae,福建,Fujian,主要发生地,RegionIs
1234,豆秆黑潜蝇,Melanagromyza sojae,台湾,Taiwan,主要发生地,RegionIs
1235,豆根蛇潜蝇,Ophiomyia centrosematis,吉林,Jilin,主要发生地,RegionIs
1236,豆根蛇潜蝇,Ophiomyia centrosematis,辽宁,Liaoning,主要发生地,RegionIs
1237,豆根蛇潜蝇,Ophiomyia centrosematis,山东,Shandong,主要发生地,RegionIs
1238,豆根蛇潜蝇,Ophiomyia centrosematis,河北,Hebei,主要发生地,RegionIs
1239,豆叶东潜蝇,Japanagromyza tristella,北京,Beijing,主要发生地,RegionIs
1240,豆叶东潜蝇,Japanagromyza tristella,河南,Henan,主要发生地,RegionIs
1241,豆叶东潜蝇,Japanagromyza tristella,河北,Hebei,主要发生地,RegionIs
1242,豆叶东潜蝇,Japanagromyza tristella,山东,Shandong,主要发生地,RegionIs
1243,豆叶东潜蝇,Japanagromyza tristella,江苏,Jiangsu,主要发生地,RegionIs
1244,豆叶东潜蝇,Japanagromyza tristella,福建,Fujian,主要发生地,RegionIs
1245,豆叶东潜蝇,Japanagromyza tristella,四川,Sichuan,主要发生地,RegionIs
1246,豆叶东潜蝇,Japanagromyza tristella,陕西,Shaanxi,主要发生地,RegionIs
1247,豆叶东潜蝇,Japanagromyza tristella,广东,Guangdong,主要发生地,RegionIs
1248,豆叶东潜蝇,Japanagromyza tristella,云南,Yunnan,主要发生地,RegionIs
1249,斑背安缘蝽,Anoplocnemis binotata,山东,Shandong,主要发生地,RegionIs
1250,斑背安缘蝽,Anoplocnemis binotata,河南,Henan,主要发生地,RegionIs
1251,斑背安缘蝽,Anoplocnemis binotata,安徽,Anhui,主要发生地,RegionIs
1252,斑背安缘蝽,Anoplocnemis binotata,江苏,Jiangsu,主要发生地,RegionIs
1253,斑背安缘蝽,Anoplocnemis binotata,浙江,Zhejiang,主要发生地,RegionIs
1254,斑背安缘蝽,Anoplocnemis binotata,四川,Sichuan,主要发生地,RegionIs
1255,斑背安缘蝽,Anoplocnemis binotata,贵州,Guizhou,主要发生地,RegionIs
1256,斑背安缘蝽,Anoplocnemis binotata,云南,Yunnan,主要发生地,RegionIs
1257,斑背安缘蝽,Anoplocnemis binotata,福建,Fujian,主要发生地,RegionIs
1258,斑背安缘蝽,Anoplocnemis binotata,江西,Jiangxi,主要发生地,RegionIs
1259,斑背安缘蝽,Anoplocnemis binotata,西藏,Tibet,主要发生地,RegionIs
1260,豆叶螨,Tetranychus phaselus,北京,Beijing,主要发生地,RegionIs
1261,玉米铁甲,Dactylispa setifera,贵州,Guizhou,主要发生地,RegionIs
1262,禾蓟马,Frankliniella tenuicornis,蒙古,Mongolia,主要发生地,RegionIs
